Theta[deg.]      Phi[deg.]       Abs(Gain)[dBi]      Abs(Theta)[dBi]    Phase(Theta)[deg.]    Abs(Phi)[dBi]     Phase(Phi)[deg.]      Ax.Ratio[dB]    
  77.000         270.000           -1.960e+01          -1.960e+01             170.069          -5.772e+01             291.344           3.948e+01     
  76.000         270.000           -1.955e+01          -1.955e+01             175.329          -5.767e+01             291.274           3.903e+01     
  75.000         270.000           -1.943e+01          -1.943e+01             180.551          -5.761e+01             291.206           3.875e+01     
  74.000         270.000           -1.925e+01          -1.925e+01             185.659          -5.756e+01             291.142           3.863e+01     
  73.000         270.000           -1.900e+01          -1.900e+01             190.591          -5.751e+01             291.081           3.865e+01     
  72.000         270.000           -1.870e+01          -1.870e+01             195.297          -5.745e+01             291.024           3.879e+01     
  71.000         270.000           -1.836e+01          -1.836e+01             199.745          -5.740e+01             290.972           3.904e+01     
  70.000         270.000           -1.798e+01          -1.798e+01             203.917          -5.735e+01             290.924           3.938e+01     
  69.000         270.000           -1.758e+01          -1.758e+01             207.808          -5.730e+01             290.881           3.978e+01     
  68.000         270.000           -1.715e+01          -1.715e+01             211.422          -5.725e+01             290.843           4.000e+01     
  67.000         270.000           -1.671e+01          -1.671e+01             214.771          -5.720e+01             290.812           4.000e+01     
  66.000         270.000           -1.627e+01          -1.627e+01             217.871          -5.715e+01             290.787           4.000e+01     
  65.000         270.000           -1.581e+01          -1.581e+01             220.740          -5.710e+01             290.768           4.000e+01     
  64.000         270.000           -1.536e+01          -1.536e+01             223.397          -5.705e+01             290.756           4.000e+01     
  63.000         270.000           -1.491e+01          -1.491e+01             225.861          -5.700e+01             290.752           4.000e+01     
  62.000         270.000           -1.446e+01          -1.446e+01             228.150          -5.696e+01             290.755           4.000e+01     
  61.000         270.000           -1.401e+01          -1.401e+01             230.281          -5.692e+01             290.766           4.000e+01     
  60.000         270.000           -1.357e+01          -1.357e+01             232.269          -5.687e+01             290.786           4.000e+01     
  59.000         270.000           -1.314e+01          -1.314e+01             234.127          -5.683e+01             290.814           4.000e+01     
  58.000         270.000           -1.271e+01          -1.272e+01             235.868          -5.679e+01             290.852           4.000e+01     
  57.000         270.000           -1.230e+01          -1.230e+01             237.504          -5.676e+01             290.899           4.000e+01     
  56.000         270.000           -1.188e+01          -1.188e+01             239.045          -5.672e+01             290.955           4.000e+01     
  55.000         270.000           -1.148e+01          -1.148e+01             240.498          -5.669e+01             291.022           4.000e+01     
  54.000         270.000           -1.108e+01          -1.108e+01             241.873          -5.666e+01             291.099           4.000e+01     
  53.000         270.000           -1.069e+01          -1.069e+01             243.175          -5.663e+01             291.187           4.000e+01     
  52.000         270.000           -1.031e+01          -1.031e+01             244.412          -5.661e+01             291.286           4.000e+01     
  51.000         270.000           -9.936e+00          -9.936e+00             245.589          -5.658e+01             291.396           4.000e+01     
  50.000         270.000           -9.568e+00          -9.568e+00             246.710          -5.656e+01             291.518           4.000e+01     
  49.000         270.000           -9.207e+00          -9.207e+00             247.780          -5.654e+01             291.653           4.000e+01     
  48.000         270.000           -8.852e+00          -8.852e+00             248.802          -5.653e+01             291.799           4.000e+01     
  47.000         270.000           -8.505e+00          -8.505e+00             249.782          -5.652e+01             291.959           4.000e+01     
  46.000         270.000           -8.164e+00          -8.164e+00             250.720          -5.651e+01             292.132           4.000e+01     
  45.000         270.000           -7.829e+00          -7.829e+00             251.621          -5.650e+01             292.319           4.000e+01     
  44.000         270.000           -7.500e+00          -7.500e+00             252.487          -5.650e+01             292.519           4.000e+01     
  43.000         270.000           -7.178e+00          -7.178e+00             253.320          -5.650e+01             292.734           4.000e+01     
  42.000         270.000           -6.862e+00          -6.862e+00             254.122          -5.650e+01             292.964           4.000e+01     
  41.000         270.000           -6.552e+00          -6.552e+00             254.895          -5.651e+01             293.210           4.000e+01     
  40.000         270.000           -6.248e+00          -6.248e+00             255.640          -5.651e+01             293.471           4.000e+01     
  39.000         270.000           -5.949e+00          -5.949e+00             256.361          -5.653e+01             293.748           4.000e+01     
  38.000         270.000           -5.657e+00          -5.657e+00             257.057          -5.654e+01             294.042           4.000e+01     
  37.000         270.000           -5.369e+00          -5.370e+00             257.730          -5.656e+01             294.354           4.000e+01     
  36.000         270.000           -5.088e+00          -5.088e+00             258.382          -5.659e+01             294.683           4.000e+01     
  35.000         270.000           -4.812e+00          -4.812e+00             259.013          -5.662e+01             295.031           4.000e+01     
  34.000         270.000           -4.542e+00          -4.542e+00             259.624          -5.665e+01             295.398           4.000e+01     
  33.000         270.000           -4.277e+00          -4.277e+00             260.217          -5.668e+01             295.784           4.000e+01     
  32.000         270.000           -4.017e+00          -4.017e+00             260.793          -5.672e+01             296.191           4.000e+01     
  31.000         270.000           -3.763e+00          -3.763e+00             261.351          -5.676e+01             296.618           4.000e+01     
  30.000         270.000           -3.514e+00          -3.514e+00             261.894          -5.680e+01             297.068           4.000e+01     
  29.000         270.000           -3.270e+00          -3.270e+00             262.421          -5.685e+01             297.539           4.000e+01     
  28.000         270.000           -3.032e+00          -3.032e+00             262.934          -5.690e+01             298.034           4.000e+01     
  27.000         270.000           -2.798e+00          -2.798e+00             263.432          -5.696e+01             298.553           4.000e+01     
  26.000         270.000           -2.570e+00          -2.570e+00             263.917          -5.702e+01             299.096           4.000e+01     
  25.000         270.000           -2.347e+00          -2.347e+00             264.390          -5.708e+01             299.665           4.000e+01     
  24.000         270.000           -2.129e+00          -2.129e+00             264.850          -5.714e+01             300.260           4.000e+01     
  23.000         270.000           -1.916e+00          -1.916e+00             265.298          -5.721e+01             300.882           4.000e+01     
  22.000         270.000           -1.709e+00          -1.709e+00             265.735          -5.728e+01             301.532           4.000e+01     
  21.000         270.000           -1.506e+00          -1.506e+00             266.161          -5.736e+01             302.211           4.000e+01     
  20.000         270.000           -1.308e+00          -1.308e+00             266.577          -5.743e+01             302.919           4.000e+01     
  19.000         270.000           -1.115e+00          -1.115e+00             266.982          -5.751e+01             303.658           4.000e+01     
  18.000         270.000           -9.274e-01          -9.274e-01             267.378          -5.759e+01             304.429           4.000e+01     
  17.000         270.000           -7.445e-01          -7.445e-01             267.764          -5.768e+01             305.231           4.000e+01     
  16.000         270.000           -5.666e-01          -5.666e-01             268.142          -5.776e+01             306.066           4.000e+01     
  15.000         270.000           -3.937e-01          -3.937e-01             268.511          -5.785e+01             306.935           4.000e+01     
  14.000         270.000           -2.256e-01          -2.256e-01             268.871          -5.793e+01             307.838           4.000e+01     
  13.000         270.000           -6.251e-02          -6.251e-02             269.223          -5.802e+01             308.775           4.000e+01     
  12.000         270.000            9.573e-02           9.572e-02             269.568          -5.811e+01             309.747           4.000e+01     
  11.000         270.000            2.491e-01           2.491e-01             269.905          -5.820e+01             310.755           4.000e+01     
  10.000         270.000            3.975e-01           3.975e-01             270.234          -5.829e+01             311.798           4.000e+01     
   9.000         270.000            5.412e-01           5.411e-01             270.557          -5.838e+01             312.876           4.000e+01     
   8.000         270.000            6.799e-01           6.799e-01             270.872          -5.846e+01             313.989           4.000e+01     
   7.000         270.000            8.138e-01           8.138e-01             271.181          -5.855e+01             315.137           4.000e+01     
   6.000         270.000            9.429e-01           9.429e-01             271.484          -5.863e+01             316.319           4.000e+01     
   5.000         270.000            1.067e+00           1.067e+00             271.780          -5.871e+01             317.534           4.000e+01     
   4.000         270.000            1.187e+00           1.187e+00             272.070          -5.879e+01             318.781           4.000e+01     
   3.000         270.000            1.301e+00           1.301e+00             272.355          -5.887e+01             320.058           4.000e+01     
   2.000         270.000            1.411e+00           1.411e+00             272.633          -5.894e+01             321.363           4.000e+01     
   1.000         270.000            1.516e+00           1.516e+00             272.906          -5.900e+01             322.695           4.000e+01     
