Theta[deg.]      Phi[deg.]        Abs(Gain)[dBi]      Abs(Theta)[dBi]     Phase(Theta)[deg.]  Abs(Phi)[dBi]       Phase(Phi)[deg.]    Ax.Ratio[dB]    
  80.000         270.000           -2.424e+01          -2.442e+01             143.623          -3.806e+01             333.133           2.964e+01     
  79.000         270.000           -2.362e+01          -2.378e+01             143.172          -3.806e+01             332.797           3.012e+01     
  78.000         270.000           -2.305e+01          -2.319e+01             142.902          -3.805e+01             332.453           3.073e+01     
  77.000         270.000           -2.253e+01          -2.265e+01             142.792          -3.804e+01             332.103           3.145e+01     
  76.000         270.000           -2.204e+01          -2.215e+01             142.828          -3.803e+01             331.746           3.229e+01     
  75.000         270.000           -2.159e+01          -2.169e+01             142.999          -3.802e+01             331.383           3.325e+01     
  74.000         270.000           -2.117e+01          -2.126e+01             143.298          -3.801e+01             331.015           3.437e+01     
  73.000         270.000           -2.078e+01          -2.086e+01             143.719          -3.800e+01             330.642           3.568e+01     
  72.000         270.000           -2.041e+01          -2.049e+01             144.258          -3.798e+01             330.264           3.725e+01     
  71.000         270.000           -2.007e+01          -2.014e+01             144.913          -3.797e+01             329.882           3.922e+01     
  70.000         270.000           -1.975e+01          -1.982e+01             145.682          -3.796e+01             329.496           4.000e+01     
  69.000         270.000           -1.945e+01          -1.951e+01             146.565          -3.794e+01             329.107           4.000e+01     
  68.000         270.000           -1.917e+01          -1.923e+01             147.561          -3.793e+01             328.716           4.000e+01     
  67.000         270.000           -1.890e+01          -1.896e+01             148.672          -3.791e+01             328.322           4.000e+01     
  66.000         270.000           -1.865e+01          -1.870e+01             149.896          -3.789e+01             327.927           4.000e+01     
  65.000         270.000           -1.840e+01          -1.845e+01             151.235          -3.788e+01             327.531           4.000e+01     
  64.000         270.000           -1.817e+01          -1.822e+01             152.689          -3.786e+01             327.135           4.000e+01     
  63.000         270.000           -1.794e+01          -1.799e+01             154.258          -3.784e+01             326.739           3.760e+01     
  62.000         270.000           -1.772e+01          -1.777e+01             155.940          -3.782e+01             326.344           3.570e+01     
  61.000         270.000           -1.751e+01          -1.755e+01             157.735          -3.780e+01             325.950           3.413e+01     
  60.000         270.000           -1.729e+01          -1.733e+01             159.640          -3.778e+01             325.557           3.280e+01     
  59.000         270.000           -1.707e+01          -1.711e+01             161.652          -3.776e+01             325.168           3.166e+01     
  58.000         270.000           -1.685e+01          -1.689e+01             163.765          -3.774e+01             324.781           3.066e+01     
  57.000         270.000           -1.663e+01          -1.666e+01             165.973          -3.771e+01             324.399           2.980e+01     
  56.000         270.000           -1.640e+01          -1.643e+01             168.268          -3.769e+01             324.020           2.904e+01     
  55.000         270.000           -1.616e+01          -1.619e+01             170.641          -3.767e+01             323.646           2.838e+01     
  54.000         270.000           -1.591e+01          -1.594e+01             173.082          -3.764e+01             323.278           2.782e+01     
  53.000         270.000           -1.565e+01          -1.568e+01             175.577          -3.762e+01             322.916           2.733e+01     
  52.000         270.000           -1.538e+01          -1.541e+01             178.113          -3.760e+01             322.560           2.693e+01     
  51.000         270.000           -1.510e+01          -1.512e+01             180.677          -3.757e+01             322.211           2.660e+01     
  50.000         270.000           -1.480e+01          -1.482e+01             183.254          -3.755e+01             321.869           2.634e+01     
  49.000         270.000           -1.449e+01          -1.451e+01             185.830          -3.752e+01             321.536           2.615e+01     
  48.000         270.000           -1.416e+01          -1.418e+01             188.391          -3.750e+01             321.211           2.603e+01     
  47.000         270.000           -1.382e+01          -1.384e+01             190.923          -3.747e+01             320.895           2.596e+01     
  46.000         270.000           -1.347e+01          -1.349e+01             193.414          -3.745e+01             320.588           2.594e+01     
  45.000         270.000           -1.311e+01          -1.313e+01             195.855          -3.742e+01             320.291           2.598e+01     
  44.000         270.000           -1.274e+01          -1.276e+01             198.234          -3.740e+01             320.004           2.606e+01     
  43.000         270.000           -1.236e+01          -1.238e+01             200.546          -3.738e+01             319.728           2.619e+01     
  42.000         270.000           -1.198e+01          -1.199e+01             202.783          -3.735e+01             319.463           2.635e+01     
  41.000         270.000           -1.158e+01          -1.160e+01             204.942          -3.733e+01             319.209           2.654e+01     
  40.000         270.000           -1.119e+01          -1.120e+01             207.020          -3.731e+01             318.966           2.677e+01     
  39.000         270.000           -1.079e+01          -1.080e+01             209.014          -3.729e+01             318.736           2.702e+01     
  38.000         270.000           -1.039e+01          -1.039e+01             210.925          -3.727e+01             318.518           2.729e+01     
  37.000         270.000           -9.983e+00          -9.992e+00             212.753          -3.725e+01             318.312           2.758e+01     
  36.000         270.000           -9.582e+00          -9.589e+00             214.500          -3.723e+01             318.119           2.789e+01     
  35.000         270.000           -9.182e+00          -9.189e+00             216.166          -3.721e+01             317.939           2.821e+01     
  34.000         270.000           -8.784e+00          -8.791e+00             217.756          -3.720e+01             317.772           2.854e+01     
  33.000         270.000           -8.390e+00          -8.396e+00             219.270          -3.718e+01             317.619           2.888e+01     
  32.000         270.000           -8.000e+00          -8.005e+00             220.714          -3.716e+01             317.479           2.922e+01     
  31.000         270.000           -7.614e+00          -7.619e+00             222.090          -3.715e+01             317.352           2.957e+01     
  30.000         270.000           -7.234e+00          -7.238e+00             223.400          -3.714e+01             317.240           2.992e+01     
  29.000         270.000           -6.859e+00          -6.863e+00             224.649          -3.713e+01             317.141           3.027e+01     
  28.000         270.000           -6.490e+00          -6.494e+00             225.840          -3.712e+01             317.056           3.063e+01     
  27.000         270.000           -6.127e+00          -6.131e+00             226.977          -3.711e+01             316.986           3.098e+01     
  26.000         270.000           -5.771e+00          -5.774e+00             228.061          -3.710e+01             316.930           3.133e+01     
  25.000         270.000           -5.422e+00          -5.425e+00             229.097          -3.710e+01             316.887           3.168e+01     
  24.000         270.000           -5.080e+00          -5.082e+00             230.087          -3.710e+01             316.860           3.203e+01     
  23.000         270.000           -4.744e+00          -4.747e+00             231.033          -3.709e+01             316.846           3.237e+01     
  22.000         270.000           -4.416e+00          -4.419e+00             231.940          -3.709e+01             316.847           3.271e+01     
  21.000         270.000           -4.096e+00          -4.098e+00             232.808          -3.710e+01             316.863           3.305e+01     
  20.000         270.000           -3.782e+00          -3.784e+00             233.641          -3.710e+01             316.892           3.338e+01     
  19.000         270.000           -3.476e+00          -3.478e+00             234.441          -3.711e+01             316.936           3.370e+01     
  18.000         270.000           -3.178e+00          -3.180e+00             235.209          -3.711e+01             316.995           3.402e+01     
  17.000         270.000           -2.887e+00          -2.888e+00             235.948          -3.712e+01             317.068           3.434e+01     
  16.000         270.000           -2.603e+00          -2.605e+00             236.659          -3.713e+01             317.155           3.465e+01     
  15.000         270.000           -2.327e+00          -2.328e+00             237.345          -3.715e+01             317.256           3.495e+01     
  14.000         270.000           -2.058e+00          -2.059e+00             238.006          -3.716e+01             317.372           3.525e+01     
  13.000         270.000           -1.796e+00          -1.797e+00             238.645          -3.718e+01             317.501           3.555e+01     
  12.000         270.000           -1.541e+00          -1.543e+00             239.262          -3.720e+01             317.645           3.583e+01     
  11.000         270.000           -1.294e+00          -1.295e+00             239.859          -3.722e+01             317.803           3.612e+01     
  10.000         270.000           -1.054e+00          -1.055e+00             240.438          -3.724e+01             317.975           3.639e+01     
   9.000         270.000           -8.214e-01          -8.224e-01             240.999          -3.727e+01             318.161           3.666e+01     
   8.000         270.000           -5.956e-01          -5.966e-01             241.543          -3.729e+01             318.360           3.693e+01     
   7.000         270.000           -3.769e-01          -3.777e-01             242.071          -3.732e+01             318.573           3.719e+01     
   6.000         270.000           -1.651e-01          -1.659e-01             242.585          -3.735e+01             318.800           3.744e+01     
   5.000         270.000            3.977e-02           3.898e-02             243.085          -3.739e+01             319.040           3.769e+01     
   4.000         270.000            2.378e-01           2.370e-01             243.572          -3.742e+01             319.294           3.793e+01     
   3.000         270.000            4.289e-01           4.282e-01             244.047          -3.746e+01             319.561           3.817e+01     
   2.000         270.000            6.134e-01           6.127e-01             244.510          -3.750e+01             319.841           3.840e+01     
   1.000         270.000            7.911e-01           7.905e-01             244.962          -3.754e+01             320.134           3.862e+01     
