Theta[deg.]      Phi[deg.]       Abs(Gain)[dBi]      Abs(Theta)[dBi]     Phase(Theta)[deg.]   Abs(Phi)[dBi]     Phase(Phi)[deg.]      Ax.Ratio[dB]    
  82.000         180.000           -1.202e+00          -2.977e+01             127.369          -1.208e+00             276.153           3.428e+01     
  81.000         180.000           -1.200e+00          -2.958e+01             127.355          -1.206e+00             275.887           3.403e+01     
  80.000         180.000           -1.196e+00          -2.939e+01             127.337          -1.203e+00             275.604           3.377e+01     
  79.000         180.000           -1.192e+00          -2.920e+01             127.315          -1.199e+00             275.305           3.353e+01     
  78.000         180.000           -1.187e+00          -2.903e+01             127.290          -1.194e+00             274.989           3.329e+01     
  77.000         180.000           -1.180e+00          -2.886e+01             127.262          -1.187e+00             274.658           3.305e+01     
  76.000         180.000           -1.172e+00          -2.870e+01             127.231          -1.180e+00             274.311           3.283e+01     
  75.000         180.000           -1.163e+00          -2.854e+01             127.198          -1.171e+00             273.948           3.260e+01     
  74.000         180.000           -1.153e+00          -2.840e+01             127.162          -1.161e+00             273.572           3.239e+01     
  73.000         180.000           -1.141e+00          -2.826e+01             127.125          -1.149e+00             273.181           3.218e+01     
  72.000         180.000           -1.128e+00          -2.812e+01             127.087          -1.137e+00             272.776           3.197e+01     
  71.000         180.000           -1.114e+00          -2.799e+01             127.047          -1.123e+00             272.358           3.178e+01     
  70.000         180.000           -1.099e+00          -2.787e+01             127.006          -1.108e+00             271.927           3.158e+01     
  69.000         180.000           -1.083e+00          -2.775e+01             126.965          -1.092e+00             271.484           3.140e+01     
  68.000         180.000           -1.065e+00          -2.764e+01             126.923          -1.075e+00             271.029           3.122e+01     
  67.000         180.000           -1.046e+00          -2.754e+01             126.880          -1.056e+00             270.564           3.104e+01     
  66.000         180.000           -1.026e+00          -2.744e+01             126.838          -1.036e+00             270.088           3.088e+01     
  65.000         180.000           -1.005e+00          -2.735e+01             126.796          -1.015e+00             269.602           3.072e+01     
  64.000         180.000           -9.822e-01          -2.726e+01             126.753          -9.925e-01             269.107           3.056e+01     
  63.000         180.000           -9.585e-01          -2.718e+01             126.712          -9.689e-01             268.604           3.041e+01     
  62.000         180.000           -9.336e-01          -2.710e+01             126.671          -9.441e-01             268.093           3.027e+01     
  61.000         180.000           -9.074e-01          -2.703e+01             126.630          -9.181e-01             267.575           3.014e+01     
  60.000         180.000           -8.802e-01          -2.697e+01             126.591          -8.909e-01             267.050           3.001e+01     
  59.000         180.000           -8.517e-01          -2.691e+01             126.553          -8.625e-01             266.520           2.989e+01     
  58.000         180.000           -8.222e-01          -2.685e+01             126.516          -8.331e-01             265.985           2.978e+01     
  57.000         180.000           -7.916e-01          -2.680e+01             126.480          -8.025e-01             265.446           2.967e+01     
  56.000         180.000           -7.599e-01          -2.676e+01             126.446          -7.708e-01             264.903           2.957e+01     
  55.000         180.000           -7.272e-01          -2.672e+01             126.414          -7.381e-01             264.357           2.948e+01     
  54.000         180.000           -6.935e-01          -2.669e+01             126.384          -7.044e-01             263.810           2.939e+01     
  53.000         180.000           -6.588e-01          -2.667e+01             126.355          -6.697e-01             263.261           2.932e+01     
  52.000         180.000           -6.233e-01          -2.665e+01             126.329          -6.341e-01             262.711           2.925e+01     
  51.000         180.000           -5.868e-01          -2.663e+01             126.305          -5.976e-01             262.161           2.919e+01     
  50.000         180.000           -5.496e-01          -2.662e+01             126.284          -5.603e-01             261.612           2.913e+01     
  49.000         180.000           -5.116e-01          -2.662e+01             126.266          -5.223e-01             261.065           2.909e+01     
  48.000         180.000           -4.729e-01          -2.662e+01             126.250          -4.834e-01             260.520           2.905e+01     
  47.000         180.000           -4.335e-01          -2.663e+01             126.237          -4.440e-01             259.977           2.902e+01     
  46.000         180.000           -3.936e-01          -2.664e+01             126.228          -4.039e-01             259.438           2.900e+01     
  45.000         180.000           -3.531e-01          -2.666e+01             126.222          -3.633e-01             258.903           2.898e+01     
  44.000         180.000           -3.121e-01          -2.669e+01             126.219          -3.222e-01             258.372           2.898e+01     
  43.000         180.000           -2.708e-01          -2.672e+01             126.220          -2.806e-01             257.847           2.898e+01     
  42.000         180.000           -2.291e-01          -2.676e+01             126.226          -2.388e-01             257.327           2.899e+01     
  41.000         180.000           -1.871e-01          -2.680e+01             126.235          -1.966e-01             256.814           2.900e+01     
  40.000         180.000           -1.450e-01          -2.685e+01             126.249          -1.543e-01             256.308           2.903e+01     
  39.000         180.000           -1.027e-01          -2.691e+01             126.267          -1.118e-01             255.809           2.906e+01     
  38.000         180.000           -6.034e-02          -2.697e+01             126.291          -6.919e-02             255.318           2.910e+01     
  37.000         180.000           -1.801e-02          -2.704e+01             126.319          -2.663e-02             254.835           2.915e+01     
  36.000         180.000            2.424e-02          -2.712e+01             126.353           1.585e-02             254.361           2.921e+01     
  35.000         180.000            6.633e-02          -2.720e+01             126.393           5.818e-02             253.897           2.928e+01     
  34.000         180.000            1.082e-01          -2.729e+01             126.439           1.003e-01             253.442           2.935e+01     
  33.000         180.000            1.497e-01          -2.739e+01             126.491           1.421e-01             252.996           2.944e+01     
  32.000         180.000            1.909e-01          -2.750e+01             126.550           1.835e-01             252.562           2.953e+01     
  31.000         180.000            2.317e-01          -2.761e+01             126.616           2.245e-01             252.138           2.963e+01     
  30.000         180.000            2.719e-01          -2.773e+01             126.690           2.650e-01             251.725           2.974e+01     
  29.000         180.000            3.116e-01          -2.786e+01             126.772           3.049e-01             251.323           2.985e+01     
  28.000         180.000            3.506e-01          -2.800e+01             126.863           3.442e-01             250.933           2.998e+01     
  27.000         180.000            3.888e-01          -2.814e+01             126.963           3.827e-01             250.554           3.012e+01     
  26.000         180.000            4.263e-01          -2.830e+01             127.073           4.205e-01             250.188           3.026e+01     
  25.000         180.000            4.630e-01          -2.846e+01             127.194           4.574e-01             249.834           3.041e+01     
  24.000         180.000            4.988e-01          -2.863e+01             127.326           4.934e-01             249.493           3.058e+01     
  23.000         180.000            5.335e-01          -2.882e+01             127.470           5.285e-01             249.164           3.075e+01     
  22.000         180.000            5.673e-01          -2.901e+01             127.627           5.625e-01             248.849           3.093e+01     
  21.000         180.000            6.000e-01          -2.921e+01             127.799           5.954e-01             248.546           3.113e+01     
  20.000         180.000            6.315e-01          -2.943e+01             127.986           6.272e-01             248.257           3.133e+01     
  19.000         180.000            6.619e-01          -2.966e+01             128.190           6.579e-01             247.981           3.155e+01     
  18.000         180.000            6.910e-01          -2.990e+01             128.412           6.872e-01             247.719           3.177e+01     
  17.000         180.000            7.189e-01          -3.015e+01             128.654           7.153e-01             247.470           3.201e+01     
  16.000         180.000            7.454e-01          -3.041e+01             128.919           7.421e-01             247.235           3.226e+01     
  15.000         180.000            7.705e-01          -3.069e+01             129.208           7.674e-01             247.014           3.253e+01     
  14.000         180.000            7.943e-01          -3.099e+01             129.524           7.914e-01             246.807           3.281e+01     
  13.000         180.000            8.166e-01          -3.130e+01             129.871           8.139e-01             246.614           3.310e+01     
  12.000         180.000            8.374e-01          -3.163e+01             130.251           8.349e-01             246.435           3.341e+01     
  11.000         180.000            8.567e-01          -3.198e+01             130.669           8.544e-01             246.270           3.373e+01     
  10.000         180.000            8.744e-01          -3.234e+01             131.131           8.724e-01             246.119           3.407e+01     
   9.000         180.000            8.906e-01          -3.273e+01             131.642           8.887e-01             245.983           3.443e+01     
   8.000         180.000            9.052e-01          -3.314e+01             132.209           9.035e-01             245.861           3.481e+01     
   7.000         180.000            9.181e-01          -3.358e+01             132.841           9.166e-01             245.753           3.521e+01     
   6.000         180.000            9.295e-01          -3.405e+01             133.550           9.281e-01             245.660           3.564e+01     
   5.000         180.000            9.391e-01          -3.454e+01             134.347           9.379e-01             245.581           3.609e+01     
   4.000         180.000            9.471e-01          -3.507e+01             135.251           9.460e-01             245.517           3.657e+01     
   3.000         180.000            9.534e-01          -3.563e+01             136.281           9.525e-01             245.467           3.708e+01     
   2.000         180.000            9.580e-01          -3.623e+01             137.464           9.572e-01             245.431           3.762e+01     
   1.000         180.000            9.610e-01          -3.688e+01             138.835           9.602e-01             245.410           3.821e+01     
