Column1.1,Column1.2
               Frequency                         ,S11
               4.4439998                     ,-5.1832109
                   4.448                     ,-5.2108268
               4.4520001                     ,-5.2387053
               4.4559999                     ,-5.2667052
                    4.46                     ,-5.2946854
               4.4640002                     ,-5.3225066
               4.4679999                     ,-5.3500412
               4.4720001                     ,-5.377178
               4.4759998                     ,-5.4038226
                    4.48                     ,-5.4299087
               4.4840002                     ,-5.4553977
               4.4879999                     ,-5.4802775
               4.4920001                     ,-5.50457
               4.4959998                     ,-5.528327
                     4.5                     ,-5.551628
               4.5040002                     ,-5.57458
               4.5079999                     ,-5.5973095
               4.5120001                     ,-5.6199619
               4.5159998                     ,-5.6426954
                    4.52                     ,-5.6656701
               4.5240002                     ,-5.689047
               4.5279999                     ,-5.7129808
               4.5320001                     ,-5.7376125
               4.5359998                     ,-5.7630614
                    4.54                     ,-5.7894265
               4.5440001                     ,-5.8167759
               4.5479999                     ,-5.8451501
                   4.552                     ,-5.8745537
               4.5560002                     ,-5.9049584
               4.5599999                     ,-5.9363051
               4.5640001                     ,-5.9684976
               4.5679998                     ,-6.0014176
                   4.572                     ,-6.0349197
               4.5760002                      ,-6.0688392
               4.5799999                     ,-6.1029982
               4.5840001                     ,-6.137215
               4.5879998                     ,-6.1713081
                   4.592                     ,-6.2051027
               4.5960002                       ,-6.2384434
               4.5999999                      ,-6.2711934
               4.6040001                      ,-6.3032493
               4.6079998                       ,-6.3345368
                   4.612                     ,-6.3650197
               4.6160002                     ,-6.3947035
               4.6199999                     ,-6.4236294
               4.6240001                     ,-6.4518777
               4.6279998                      ,-6.4795653
                   4.632                     ,-6.5068366
               4.6360002                     ,-6.5338611
               4.6399999                     ,-6.5608248
               4.6440001                     ,-6.587925
               4.6479998                     ,-6.6153562
                   4.652                     ,-6.6433077
               4.6560001                     ,-6.6719495
               4.6599998                     ,-6.7014308
                   4.664                     ,-6.731869
               4.6680002                     ,-6.763341
               4.6719999                     ,-6.7958866
               4.6760001                     ,-6.8295008
               4.6799998                     ,-6.8641284
                   4.684                     ,-6.8996722
               4.6880002                      ,-6.9359896
               4.6919999                     ,-6.9728963
               4.6960001                     ,-7.0101765
               4.6999998                     ,-7.0475826
                   4.704                     ,-7.0848528
               4.7080002                     ,-7.1217116
               4.7119999                     ,-7.1578848
               4.7160001                     ,-7.1931115
               4.7199998                     ,-7.2271509
                   4.724                     ,-7.2597963
               4.7280002                     ,-7.2908799
               4.7319999                     ,-7.3202814
               4.7360001                     ,-7.3479359
               4.7399998                     ,-7.3738348
                   4.744                     ,-7.3980245
               4.7480001                      ,-7.4206044
               4.7519999                     ,-7.4417265
                   4.756                     ,-7.4615833
               4.7600002                     ,-7.4803985
               4.7639999                     ,-7.498418
               4.7680001                      ,-7.5158995
               4.7719998                      ,-7.5330963
                   4.776                     ,-7.5502469
               4.7800002                     ,-7.5675652
               4.7839999                     ,-7.5852227
               4.7880001                     ,-7.6033496
               4.7919998                     ,-7.6220163
                   4.796                     ,-7.6412368
               4.8000002                     ,-7.6609578
               4.8039999                     ,-7.6810649
               4.8080001                     ,-7.7013788
               4.8119998                     ,-7.7216644
                   4.816                     ,-7.7416328
               4.8200002                     ,-7.7609559
               4.8239999                     ,-7.7792767
               4.8280001                     ,-7.7962207
               4.8319998                     ,-7.8114137
                   4.836                     ,-7.8244953
               4.8400002                     ,-7.8351392
               4.8439999                     ,-7.8430601
                   4.848                     ,-7.8480363
               4.8520002                     ,-7.8499128
               4.8559999                     ,-7.8486152
               4.8600001                     ,-7.8441523
               4.8639998                     ,-7.8366116
                   4.868                      ,-7.826164
               4.8720002                     ,-7.813052
               4.8759999                     ,-7.7975768
               4.8800001                     ,-7.780091
               4.8839998                     ,-7.7609779
                   4.888                     ,-7.7406387
               4.8920002                     ,-7.7194722
               4.8959999                     ,-7.6978611
               4.9000001                     ,-7.6762511
               4.9039998                     ,-7.6546411
                   4.908                     ,-7.6330311
               4.9120002                     ,-7.6114211
               4.9159999                     ,-7.5898111
               4.9200001                     ,-7.5682011
               4.9239998                     ,-7.5465911
                   4.928                     ,-7.5249811
               4.9320002                     ,-7.5033711
               4.9359999                     ,-7.4822046
               4.9400001                     ,-7.4610381
               4.9439998                     ,-7.4398716
                   4.948                     ,-7.4187051
               4.9520001                     ,-7.3975386
               4.9559999                     ,-7.3763721
                    4.96                     ,-7.3552056
               4.9640002                     ,-7.3340391
               4.9679999                     ,-7.3128726
               4.9720001                      ,-7.2917061
               4.9759998                      ,-7.2705396
                    4.98                     ,-7.2493731
               4.9840002                      ,-7.2290339
               4.9879999                     ,-7.2086947
               4.9920001                     ,-7.1883555
               4.9959998                     ,-7.1680163
                       5                     ,-7.1476771
,
