Column1,Column2,Column3,Column4,column5,Column6
                 Frequency                      ,S11(S)_Ry80,S11_Shifted,S11(S)_Rx80,S11_Shifted,S11(M)_Rx80
1.96,-3.7865717,-3.9295848,-3.73310556,-4.060491,-3.122517579
1.964,-3.8611568,-3.9940956,-3.79439082,-4.1341109,-3.179131282
1.9680001,-3.9295848,-4.060491,-3.85746645,-4.21616,-3.24222704
1.972,-3.9940956,-4.1341109,-3.927405355,-4.3028602,-3.308899494
1.976,-4.060491,-4.21616,-4.005352,-4.3880149,-3.374383458
1.98,-4.1341109,-4.3028602,-4.08771719,-4.4673036,-3.435356468
1.984,-4.21616,-4.3880149,-4.168614155,-4.5413579,-3.492304225
1.988,-4.3028602,-4.4673036,-4.24393842,-4.6153734,-3.549222145
1.992,-4.3880149,-4.5413579,-4.314290005,-4.6955113,-3.61084819
1.9960001,-4.4673036,-4.6153734,-4.38460473,-4.7846527,-3.679397926
2,-4.5413579,-4.6955113,-4.460735735,-4.880398,-3.753026062
2.0039999,-4.6153734,-4.7846527,-4.545420065,-4.9766632,-3.827054001
2.0079999,-4.6955113,-4.880398,-4.6363781,-5.0678631,-3.897186724
2.0120001,-4.7846527,-4.9766632,-4.72783004,-5.1528555,-3.96254588
2.016,-4.880398,-5.0678631,-4.814469945,-5.2358226,-4.026347579
2.02,-4.9766632,-5.1528555,-4.895212725,-5.3233979,-4.093692985
2.0239999,-5.0678631,-5.2358226,-4.97403147,-5.4200903,-4.168049441
2.0280001,-5.1528555,-5.3233979,-5.057228005,-5.5251754,-4.248859883
2.0320001,-5.2358226,-5.4200903,-5.149085785,-5.6331254,-4.331873433
2.036,-5.3233979,-5.5251754,-5.24891663,-5.7373686,-4.412036453
2.04,-5.4200903,-5.6331254,-5.35146913,-5.8348879,-4.487028795
2.0439999,-5.5251754,-5.7373686,-5.45050017,-5.9284252,-4.558958979
2.0480001,-5.6331254,-5.8348879,-5.543143505,-6.0246339,-4.632943469
2.052,-5.7373686,-5.9284252,-5.63200394,-6.129493,-4.713580117
2.056,-5.8348879,-6.0246339,-5.723402205,-6.2441811,-4.801775266
2.0599999,-5.9284252,-6.129493,-5.82301835,-6.3642084,-4.89407626
2.0639999,-6.0246339,-6.2441811,-5.931972045,-6.482424,-4.984984056
2.0680001,-6.129493,-6.3642084,-6.04599798,-6.5939795,-5.070770236
2.072,-6.2441811,-6.482424,-6.1583028,-6.6998273,-5.152167194
2.076,-6.3642084,-6.5939795,-6.264280525,-6.8061644,-5.233940424
2.0799999,-6.482424,-6.6998273,-6.364835935,-6.9201728,-5.321612883
2.0840001,-6.5939795,-6.8061644,-6.46585618,-7.0450717,-5.417660137
2.0880001,-6.6998273,-6.9201728,-6.57416416,-7.1778435,-5.519761652
2.092,-6.8061644,-7.0450717,-6.692818115,-7.3111969,-5.622310416
2.096,-6.9201728,-7.1778435,-6.818951325,-7.4385678,-5.720258638
2.0999999,-7.0450717,-7.3111969,-6.945637055,-7.5587976,-5.812715354
2.1040001,-7.1778435,-7.4385678,-7.06663941,-7.6771059,-5.903694437
2.108,-7.3111969,-7.5587976,-7.18085772,-7.8015447,-5.999387874
2.112,-7.4385678,-7.6771059,-7.293250605,-7.9374524,-6.103900896
2.1159999,-7.5587976,-7.8015447,-7.411467465,-8.0837455,-6.21640029
2.1199999,-7.6771059,-7.9374524,-7.54057978,-8.233533,-6.331586877
2.1240001,-7.8015447,-8.0837455,-7.679558225,-8.3787704,-6.443274438
2.128,-7.9374524,-8.233533,-7.82185635,-8.5159378,-6.548756168
2.132,-8.0837455,-8.3787704,-7.95983188,-8.648709,-6.650857221
2.1359999,-8.233533,-8.5159378,-8.09014091,-8.7855335,-6.756075262
2.1400001,-8.3787704,-8.648709,-8.21627355,-8.933831,-6.870116039
2.1440001,-8.5159378,-8.7855335,-8.346256825,-9.0948551,-6.993943572
2.148,-8.648709,-8.933831,-8.48713945,-9.262689,-7.123007841
2.152,-8.7855335,-9.0948551,-8.640112345,-9.4281503,-7.250247581
2.1559999,-8.933831,-9.262689,-8.79955455,-9.585187,-7.371008803
2.1600001,-9.0948551,-9.4281503,-8.956742785,-9.7353616,-7.48649307
2.164,-9.262689,-9.585187,-9.10592765,-9.8870036,-7.603105768
2.168,-9.4281503,-9.7353616,-9.24859352,-10.049537,-7.728093953
2.1719999,-9.585187,-9.8870036,-9.39265342,-10.226992,-7.864556848
2.1760001,-9.7353616,-10.049537,-9.54706015,-10.415109,-8.009218821
2.1800001,-9.8870036,-10.226992,-9.7156424,-10.604028,-8.154497532
2.184,-10.049537,-10.415109,-9.89435355,-10.78504,-8.29369576
2.188,-10.226992,-10.604028,-10.0738266,-10.956933,-8.425881477
2.1919999,-10.415109,-10.78504,-10.245788,-11.127191,-8.556809879
2.1960001,-10.604028,-10.956933,-10.40908635,-11.307005,-8.695086845
2.2,-10.78504,-11.127191,-10.57083145,-11.503591,-8.846261479
2.204,-10.956933,-11.307005,-10.74165475,-11.715147,-9.008948043
2.2079999,-11.127191,-11.503591,-10.92841145,-11.931787,-9.175544203
2.2119999,-11.307005,-11.715147,-11.12938965,-12.142172,-9.337330268
2.2160001,-11.503591,-11.931787,-11.33519765,-12.341628,-9.490711932
2.22,-11.715147,-12.142172,-11.5350634,-12.535935,-9.640134015
2.224,-11.931787,-12.341628,-11.7245466,-12.737661,-9.795261309
2.2279999,-12.142172,-12.535935,-11.90913825,-12.957608,-9.964400552
2.2320001,-12.341628,-12.737661,-12.10077795,-13.197361,-10.14877061
2.2360001,-12.535935,-12.957608,-12.3097276,-13.447889,-10.34142664
2.24,-12.737661,-13.197361,-12.53749295,-13.695393,-10.53175722
2.244,-12.957608,-13.447889,-12.77549455,-13.931038,-10.71296822
2.2479999,-13.197361,-13.695393,-13.01062335,-14.157818,-10.88736204
2.2520001,-13.447889,-13.931038,-13.2344861,-14.389114,-11.06522867
2.256,-13.695393,-14.157818,-13.4499271,-14.639704,-11.25793238
2.26,-13.931038,-14.389114,-13.6696583,-14.915668,-11.47014869
2.2639999,-14.157818,-14.639704,-13.9077188,-15.209919,-11.69642771
2.2679999,-14.389114,-14.915668,-14.1698846,-15.506492,-11.92449235
2.2720001,-14.639704,-15.209919,-14.44942305,-15.791545,-12.14369811
2.276,-14.915668,-15.506492,-14.7311674,-16.063935,-12.35316602
2.28,-15.209919,-15.791545,-15.00196775,-16.337149,-12.56326758
2.2839999,-15.506492,-16.063935,-15.26073825,-16.630588,-12.78892217
2.2880001,-15.791545,-16.337149,-15.52029155,-16.956482,-13.03953466
2.2920001,-16.063935,-16.630588,-15.7990586,-17.31134,-13.31242046
2.296,-16.337149,-16.956482,-16.1086579,-17.677541,-13.59402903
2.3,-16.630588,-17.31134,-16.445773,-18.035049,-13.86895268
2.3039999,-16.956482,-17.677541,-16.79366395,-18.376499,-14.13152773
2.3080001,-17.31134,-18.035049,-17.13329655,-18.714382,-14.39135976
2.312,-17.677541,-18.376499,-17.45767405,-19.073795,-14.66774836
2.316,-18.035049,-18.714382,-17.7786629,-19.475893,-14.97696172
2.3199999,-18.376499,-19.073795,-18.12010525,-19.923608,-15.32125455
2.3239999,-18.714382,-19.475893,-18.50209835,-20.398666,-15.68657415
2.3280001,-19.073795,-19.923608,-18.9274276,-20.872987,-16.051327
2.332,-19.475893,-20.398666,-19.3787327,-21.329528,-16.40240703
2.336,-19.923608,-20.872987,-19.82933765,-21.778153,-16.74739966
2.3399999,-20.398666,-21.329528,-20.2630516,-22.25238,-17.11208022
2.3440001,-20.872987,-21.778153,-20.68924535,-22.788501,-17.52435727
2.348,-21.329528,-22.25238,-21.139761,-23.402257,-17.99633563
2.352,-21.778153,-22.788501,-21.64907595,-24.077409,-18.51552752
2.3559999,-22.25238,-23.402257,-22.23214415,-24.77417,-19.05133673
2.3599999,-22.788501,-24.077409,-22.87353855,-25.458049,-19.57723968
2.3640001,-23.402257,-24.77417,-23.5354615,-26.133133,-20.09637928
2.368,-24.077409,-25.458049,-24.18514655,-26.850611,-20.64811986
2.372,-24.77417,-26.133133,-24.82647635,-27.681899,-21.28738033
2.3759999,-25.458049,-26.850611,-25.50808045,-28.677083,-22.05267683
2.3800001,-26.133133,-27.681899,-26.29780405,-29.832386,-22.94110483
2.3840001,-26.850611,-28.677083,-27.24322885,-31.081313,-23.9015297
2.388,-27.681899,-29.832386,-28.3407667,-32.331506,-24.86292811
2.392,-28.677083,-31.081313,-29.52724735,-33.553504,-25.80264458
2.3959999,-29.832386,-32.331506,-30.7149307,-34.84191,-26.79342879
2.4000001,-31.081313,-33.553504,-31.8758288,-36.338454,-27.94427113
2.404,-32.331506,-34.84191,-33.0998145,-37.980078,-29.20667998
2.408,-33.553504,-36.338454,-34.5215313,-39.079736,-30.05231698
