Column1,Column2,Column3,Column4,Column5
                 Frequency                      ,S11(S)_Ry20,S11_Shisted,S11(S)_Rx20,S11(M)_Rx20
2.724,-13.896514,-14.047116,-12.50193324,-9.758271096
2.7279999,-13.841835,-13.998975,-12.45908775,-9.719874955
2.7320001,-13.789529,-13.949441,-12.41500249,-9.683145159
2.7360001,-13.74335,-13.896514,-12.36789746,-9.650717804
2.74,-13.704126,-13.841835,-12.31923315,-9.623174318
2.744,-13.66919,-13.789529,-12.27268081,-9.59864191
2.7479999,-13.634164,-13.74335,-12.2315815,-9.574046302
2.7520001,-13.595923,-13.704126,-12.19667214,-9.54719309
2.756,-13.554726,-13.66919,-12.1655791,-9.518264144
2.76,-13.514031,-13.634164,-12.13440596,-9.489687709
2.7639999,-13.478119,-13.595923,-12.10037147,-9.464469943
2.7679999,-13.449187,-13.554726,-12.06370614,-9.444153603
2.7720001,-13.425855,-13.514031,-12.02748759,-9.42776964
2.776,-13.404083,-13.478119,-11.99552591,-9.412481123
2.78,-13.379892,-13.449187,-11.96977643,-9.395493961
2.7839999,-13.352072,-13.425855,-11.94901095,-9.375958479
2.7880001,-13.323028,-13.404083,-11.92963387,-9.355563492
2.7920001,-13.297138,-13.379892,-11.90810388,-9.337383275
2.796,-13.277787,-13.352072,-11.88334408,-9.323794809
2.8,-13.265085,-13.323028,-11.85749492,-9.314875338
2.8039999,-13.255789,-13.297138,-11.83445282,-9.308347594
2.8080001,-13.245477,-13.277787,-11.81723043,-9.301106404
2.812,-13.231554,-13.265085,-11.80592565,-9.291329534
2.816,-13.215053,-13.255789,-11.79765221,-9.279742367
2.8199999,-13.199949,-13.245477,-11.78847453,-9.269136187
2.8239999,-13.190468,-13.231554,-11.77608306,-9.262478534
2.8280001,-13.188235,-13.215053,-11.76139717,-9.260910499
2.832,-13.191179,-13.199949,-11.74795461,-9.262977806
2.836,-13.194905,-13.190468,-11.73951652,-9.26559424
2.8399999,-13.195677,-13.188235,-11.73752915,-9.266136346
2.8440001,-13.193001,-13.191179,-11.74014931,-9.264257232
2.848,-13.190033,-13.194905,-11.74346545,-9.262173073
2.852,-13.191476,-13.195677,-11.74415253,-9.263186362
2.8559999,-13.200434,-13.193001,-11.74177089,-9.269476759
2.8599999,-13.216343,-13.190033,-11.73912937,-9.280648218
2.8640001,-13.235328,-13.191476,-11.74041364,-9.293979675
2.868,-13.252811,-13.200434,-11.74838626,-9.306256412
2.872,-13.26665,-13.216343,-11.76254527,-9.315974297
2.8759999,-13.278686,-13.235328,-11.77944192,-9.324426096
2.8800001,-13.293581,-13.252811,-11.79500179,-9.334885514
2.8840001,-13.315726,-13.26665,-11.8073185,-9.350435954
2.888,-13.34634,-13.278686,-11.81803054,-9.371933411
2.892,-13.382655,-13.293581,-11.83128709,-9.397434168
2.8959999,-13.419769,-13.315726,-11.85099614,-9.423495989
2.9000001,-13.453988,-13.34634,-11.8782426,-9.447524913
2.904,-13.485452,-13.382655,-11.91056295,-9.469619249
2.908,-13.518191,-13.419769,-11.94359441,-9.492608902
2.9119999,-13.557544,-13.453988,-11.97404932,-9.520242972
2.9159999,-13.606677,-13.485452,-12.00205228,-9.554744656
2.9200001,-13.664536,-13.518191,-12.03118999,-9.595373825
2.924,-13.726558,-13.557544,-12.06621416,-9.638926293
2.928,-13.78777,-13.606677,-12.10994253,-9.681909972
2.9319999,-13.846271,-13.664536,-12.16143704,-9.722989959
2.9360001,-13.904749,-13.726558,-12.21663662,-9.764053795
2.9400001,-13.968915,-13.78777,-12.2711153,-9.809111802
2.944,-14.043886,-13.846271,-12.32318119,-9.861757188
2.948,-14.130955,-13.904749,-12.37522661,-9.922897911
2.9519999,-14.226805,-13.968915,-12.43233435,-9.990204739
2.9560001,-14.325768,-14.043886,-12.49905854,-10.05969755
2.96,-14.423737,-14.130955,-12.57654995,-10.12849236
2.964,-14.521215,-14.226805,-12.66185645,-10.19694239
2.9679999,-14.62336,-14.325768,-12.74993352,-10.26866963
2.9719999,-14.736931,-14.423737,-12.83712593,-10.34842032
2.9760001,-14.866146,-14.521215,-12.92388135,-10.43915638
2.98,-15.010118,-14.62336,-13.0147904,-10.54025496
2.984,-15.163487,-14.736931,-13.11586859,-10.64795221
2.9879999,-15.31993,-14.866146,-13.23086994,-10.75780805
2.9920001,-15.476431,-15.010118,-13.35900502,-10.86770461
2.9960001,-15.635476,-15.163487,-13.49550343,-10.9793876
3,-15.803591,-15.31993,-13.6347377,-11.09743964
3.0039999,-15.987088,-15.476431,-13.77402359,-11.22629306
3.0079999,-16.187666,-15.635476,-13.91557364,-11.36714094
3.0120001,-16.400434,-15.803591,-14.06519599,-11.51654876
3.016,-16.615377,-15.987088,-14.22850832,-11.66748388
3.02,-16.821291,-16.187666,-14.40702274,-11.81207875
3.0239999,-17.009616,-16.400434,-14.59638626,-11.94432245
3.0280001,-17.175413,-16.615377,-14.78768553,-12.06074676
3.0320001,-17.314558,-16.821291,-14.97094899,-12.15845577
3.036,-17.418779,-17.009616,-15.13855824,-12.2316408
3.04,-17.47172,-17.175413,-15.28611757,-12.2688165
3.0439999,-17.448689,-17.314558,-15.40995662,-12.2526439
3.0480001,-17.321027,-17.418779,-15.50271331,-12.16299837
3.052,-17.063863,-17.47172,-15.5498308,-11.98241524
3.056,-16.663977,-17.448689,-15.52933321,-11.70161129
3.0599999,-16.123991,-17.321027,-15.41571403,-11.32242772
3.0639999,-15.460914,-17.063863,-15.18683807,-10.85680842
3.0680001,-14.700272,-16.663977,-14.83093953,-10.322678
3.072,-13.869307,-16.123991,-14.35035199,-9.739166068
3.076,-12.992417,-15.460914,-13.76021346,-9.123405142
3.0799999,-12.090119,-14.700272,-13.08324208,-8.489802463
3.0840001,-11.180662,-13.869307,-12.34368323,-7.851172663
3.0880001,-10.282367,-12.992417,-11.56325113,-7.220380931
3.092,-9.4148654,-12.090119,-10.76020591,-6.611212633
3.096,-8.5985382,-11.180662,-9.95078918,-6.037979509
3.0999999,-7.8526218,-10.282367,-9.15130663,-5.514189554
3.1040001,-7.1929951,-9.4148654,-8.379230206,-5.050993089
3.108,-6.6304874,-8.5985382,-7.652698998,-4.655994557
3.112,-6.1700677,-7.8526218,-6.988833402,-4.33268324
3.1159999,-5.8109051,-7.1929951,-6.401765639,-4.08047567
3.1199999,-5.547125,-6.6304874,-5.901133786,-3.895246646
3.1240001,-5.3691065,-6.1700677,-5.491360253,-3.770240275
3.128,-5.2651083,-5.8109051,-5.171705539,-3.697211699
3.132,-5.2229059,-5.547125,-4.93694125,-3.667576752
3.1359999,-5.2310903,-5.3691065,-4.778504785,-3.67332392
3.1400001,-5.2796618,-5.2651083,-4.685946387,-3.707431313
3.1440001,-5.3598836,-5.2229059,-4.648386251,-3.763763863
3.148,-5.4636917,-5.2310903,-4.655670367,-3.836658949
3.152,-5.5833038,-5.2796618,-4.698899002,-3.920651761
3.1559999,-5.7114777,-5.3598836,-4.770296404,-4.010656756
3.1600001,-5.8424644,-5.4636917,-4.862685613,-4.102636926
3.164,-5.9730516,-5.5833038,-4.969140382,-4.194336564
3.168,-6.1028275,-5.7114777,-5.083215153,-4.285466499
3.1719999,-6.2331691,-5.8424644,-5.199793316,-4.376993674
3.1760001,-6.3653091,-5.9730516,-5.316015924,-4.469783703
3.1800001,-6.498565,-6.1028275,-5.431516475,-4.563357329
3.184,-6.6298751,-6.2331691,-5.547520499,-4.655564594
3.188,-6.755095,-6.3653091,-5.665125099,-4.74349526
3.1919999,-6.8713782,-6.498565,-5.78372285,-4.825150486
3.1960001,-6.979102,-6.6298751,-5.900588839,-4.900795215
3.2,-7.0818764,-6.755095,-6.01203455,-4.972964427
3.204,-7.1843999,-6.8713782,-6.115526598,-5.044957454
3.2079999,-7.2894008,-6.979102,-6.21140078,-5.118690136
3.2119999,-7.3956387,-7.0818764,-6.302869996,-5.193291452
3.2160001,-7.4983803,-7.1843999,-6.394115911,-5.26543763
3.22,-7.5923183,-7.2894008,-6.487566712,-5.331401833
3.224,-7.6752364,-7.3956387,-6.582118443,-5.389627752
3.2279999,-7.7499245,-7.4983803,-6.673558467,-5.442074483
3.2320001,-7.8228163,-7.5923183,-6.757163287,-5.493259834
3.2360001,-7.9000049,-7.6752364,-6.830960396,-5.547462441
3.24,-7.9831669,-7.7499245,-6.897432805,-5.605859629
3.244,-8.06807,-7.8228163,-6.962306507,-5.665479435
3.2479999,-8.146874,-7.9000049,-7.031004361,-5.720816392
3.2520001,-8.2131837,-7.9831669,-7.105018541,-5.767379726
3.256,-8.2667048,-8.06807,-7.1805823,-5.804962778
3.26,-8.3141298,-8.146874,-7.25071786,-5.838265087
3.2639999,-8.3652574,-8.2131837,-7.309733493,-5.874167399
3.2679999,-8.4266761,-8.2667048,-7.357367272,-5.917296224
3.2720001,-8.4970117,-8.3141298,-7.399575522,-5.966686586
3.276,-8.5669,-8.3652574,-7.445079086,-6.015762849
3.28,-8.6243162,-8.4266761,-7.499741729,-6.056081079
3.2839999,-8.6625978,-8.4970117,-7.562340413,-6.082962801
3.2880001,-8.6858945,-8.5669,-7.624541,-6.099321977
3.2920001,-8.7076806,-8.6243162,-7.675641418,-6.114620394
3.296,-8.7427162,-8.6625978,-7.709712042,-6.139222743
3.3,-8.7972733,-8.6858945,-7.730446105,-6.177533284
3.3039999,-8.8634559,-8.7076806,-7.749835734,-6.224007368
3.3080001,-8.9215169,-8.7427162,-7.781017418,-6.264778382
3.312,-8.9507353,-8.7972733,-7.829573237,-6.285295835
3.316,-8.9439735,-8.8634559,-7.888475751,-6.280547631
3.3199999,-8.9163772,-8.9215169,-7.940150041,-6.261169234
3.3239999,-8.9011654,-8.9507353,-7.966154417,-6.250487356
3.3280001,-8.9350579,-8.9439735,-7.960136415,-6.274287008
3.332,-9.0418499,-8.9163772,-7.935575708,-6.349277418
3.336,-9.2204291,-8.9011654,-7.922037206,-6.474677518
3.3399999,-9.4398294,-8.9350579,-7.952201531,-6.628742603
3.3440001,-9.6444443,-9.0418499,-8.047246411,-6.772425232
3.348,-9.7735483,-9.2204291,-8.206181899,-6.863083352
3.352,-9.7911465,-9.4398294,-8.401448166,-6.875440984
3.3559999,-9.7064035,-9.6444443,-8.583555427,-6.815933602
3.3599999,-9.5660575,-9.7735483,-8.698457987,-6.717381237
3.3640001,-9.4262117,-9.7911465,-8.714120385,-6.619180118
3.368,-9.3267142,-9.7064035,-8.638699115,-6.549311978
3.372,-9.2803908,-9.5660575,-8.513791175,-6.516783224
3.3759999,-9.2753774,-9.4262117,-8.389328413,-6.513262764
3.3800001,-9.28542,-9.3267142,-8.300775638,-6.520314778
3.3840001,-9.2838574,-9.2803908,-8.259547812,-6.519217505
3.388,-9.255967,-9.2753774,-8.255085886,-6.499632587
3.392,-9.2036601,-9.28542,-8.2640238,-6.462902159
3.3959999,-9.1405475,-9.2838574,-8.262633086,-6.41858386
3.4000001,-9.0816996,-9.255967,-8.23781063,-6.377260276
3.404,-9.0349298,-9.2036601,-8.191257489,-6.344418055
3.408,-8.9976776,-9.1405475,-8.135087275,-6.318259187
3.4119999,-8.959744,-9.0816996,-8.082712644,-6.291621834
3.4159999,-8.9095259,-9.0349298,-8.041087522,-6.256358182
3.4200001,-8.8402411,-8.9976776,-8.007933064,-6.207705703
3.424,-8.752801,-8.959744,-7.97417216,-6.14630439
3.428,-8.6540941,-8.9095259,-7.929478051,-6.076991418
3.4319999,-8.5522574,-8.8402411,-7.867814579,-6.005480669
3.4360001,-8.4519173,-8.752801,-7.78999289,-5.935020847
3.4400001,-8.3517764,-8.6540941,-7.702143749,-5.864700906
3.444,-8.2453483,-8.5522574,-7.611509086,-5.78996603
3.448,-8.124204,-8.4519173,-7.522206397,-5.704897291
3.4519999,-7.9821047,-8.3517764,-7.433080996,-5.605113741
3.4560001,-7.8179727,-8.2453483,-7.338359987,-5.48985861
3.46,-7.6361182,-8.124204,-7.23054156,-5.362158561
3.464,-7.4436083,-7.9821047,-7.104073183,-5.226976184
3.4679999,-7.2461868,-7.8179727,-6.957995703,-5.088344833
3.4719999,-7.0448945,-7.6361182,-6.796145198,-4.946995367
3.4760001,-6.8352945,-7.4436083,-6.624811387,-4.799812151
3.48,-6.610242,-7.2461868,-6.449106252,-4.641778035
3.484,-6.3656296,-7.0448945,-6.269956105,-4.470008761
3.4879999,-6.1066883,-6.8352945,-6.083412105,-4.288177591
3.4920001,-5.8514861,-6.610242,-5.88311538,-4.108972054
3.4960001,-5.6296668,-6.3656296,-5.665410344,-3.953208324
3.5,-5.4773602,-6.1066883,-5.434952587,-3.846257106
3.5039999,-5.4311038,-5.8514861,-5.207822629,-3.813775399
3.5079999,-5.5230883,-5.6296668,-5.010403452,-3.878367835
3.5120001,-5.7782449,-5.4773602,-4.874850578,-4.057541351
3.516,-6.2123611,-5.4311038,-4.833682382,-4.362382088
3.52,-6.8299301,-5.5230883,-4.915548587,-4.796045216
3.5239999,-7.6205405,-5.7782449,-5.142637961,-5.351219745
3.5280001,-8.5534025,-6.2123611,-5.529001379,-6.00628477
3.5320001,-9.5717441,-6.8299301,-6.078637789,-6.721374424
3.536,-10.593298,-7.6205405,-6.782281045,-7.438719789
3.54,-11.526738,-8.5534025,-7.612528225,-8.094190691
3.5439999,-12.30525,-9.5717441,-8.518852249,-8.640869603
3.5480001,-12.913563,-10.593298,-9.42803522,-9.068033074
3.552,-13.378501,-11.526738,-10.25879682,-9.394517187
3.556,-13.731218,-12.30525,-10.9516725,-9.642198592
3.5599999,-13.97948,-12.913563,-11.49307107,-9.816530651
3.5639999,-14.111889,-13.378501,-11.90686589,-9.909509575
3.5680001,-14.123799,-13.731218,-12.22078402,-9.917872896
3.572,-14.037053,-13.97948,-12.4417372,-9.856958987
3.576,-13.894498,-14.111889,-12.55958121,-9.756855441
3.5799999,-13.737386,-14.123799,-12.57018111,-9.646529823
3.5840001,-13.58696,-14.037053,-12.49297717,-9.540899182
3.5880001,-13.441395,-13.894498,-12.36610322,-9.438681983
3.592,-13.286128,-13.737386,-12.22627354,-9.329651943
3.596,-13.109259,-13.58696,-12.0923944,-9.205452762
3.5999999,-12.912041,-13.441395,-11.96284155,-9.066964311
3.6040001,-12.708247,-13.286128,-11.82465392,-8.923858126
3.608,-12.514632,-13.109259,-11.66724051,-8.787899737
3.612,-12.340576,-12.912041,-11.49171649,-8.665675873
3.6159999,-12.18364,-12.708247,-11.31033983,-8.555473844
3.6199999,-12.032715,-12.514632,-11.13802248,-8.4494928
3.6240001,-11.876094,-12.340576,-10.98311264,-8.339511968
3.628,-11.709162,-12.18364,-10.8434396,-8.222290648
3.632,-11.536762,-12.032715,-10.70911635,-8.101229644
3.6359999,-11.369075,-11.876094,-10.56972366,-7.983478156
3.6400001,-11.214464,-11.709162,-10.42115418,-7.874908765
3.6440001,-11.074285,-11.536762,-10.26771818,-7.77647367
3.648,-10.942543,-11.369075,-10.11847675,-7.68396312
3.652,-10.810169,-11.214464,-9.98087296,-7.591008773
3.6559999,-10.67098,-11.074285,-9.85611365,-7.493268866
3.6600001,-10.525407,-10.942543,-9.73886327,-7.391046049
3.664,-10.379643,-10.810169,-9.62105041,-7.288689111
3.668,-10.241097,-10.67098,-9.4971722,-7.191400724
3.6719999,-10.113484,-10.525407,-9.36761223,-7.1017896
3.6760001,-9.9946528,-10.379643,-9.23788227,-7.018345143
3.6800001,-9.8782827,-10.241097,-9.11457633,-6.936628895
3.684,-9.758127,-10.113484,-9.00100076,-6.852254361
3.688,-9.6320168,-9.9946528,-8.895240992,-6.763698517
3.6919999,-9.5029825,-9.8782827,-8.791671603,-6.673089341
3.6960001,-9.376902,-9.758127,-8.68473303,-6.584554353
3.7,-9.2584703,-9.6320168,-8.572494952,-6.501390429
3.704,-9.14822,-9.5029825,-8.457654425,-6.423971566
3.7079999,-9.0423966,-9.376902,-8.34544278,-6.349661316
3.7119999,-8.9355674,-9.2584703,-8.240038567,-6.274644784
3.7160001,-8.8242102,-9.14822,-8.1419158,-6.196448645
3.72,-8.7088946,-9.0423966,-8.047732974,-6.115472877
3.724,-8.5936674,-8.9355674,-7.952654986,-6.034559185
3.7279999,-8.4831862,-8.8242102,-7.853547078,-5.956978182
3.7320001,-8.3796541,-8.7088946,-7.750916194,-5.884276906
3.7360001,-8.2815044,-8.5936674,-7.648363986,-5.815355205
3.74,-8.1845856,-8.4831862,-7.550035718,-5.747297854
3.744,-8.0849614,-8.3796541,-7.457892149,-5.677340745
3.7479999,-7.9814688,-8.2815044,-7.370538916,-5.604667206
3.7520001,-7.8763445,-8.1845856,-7.284281184,-5.530847871
3.756,-7.7735705,-8.0849614,-7.195615646,-5.458678941
3.76,-7.6761771,-7.9814688,-7.103507232,-5.390288321
3.7639999,-7.5843035,-7.8763445,-7.009946605,-5.325773761
3.7679999,-7.4952265,-7.7735705,-6.918477745,-5.263223001
3.7720001,-7.4052488,-7.6761771,-6.831797619,-5.20003976
3.776,-7.3121563,-7.5843035,-6.750030115,-5.134669275
3.78,-7.2166185,-7.4952265,-6.670751585,-5.067581677
3.7839999,-7.1216166,-7.4052488,-6.590671432,-5.000870393
3.7880001,-7.0303751,-7.3121563,-6.507819107,-4.936799699
3.7920001,-6.9442355,-7.2166185,-6.422790465,-4.87631161
3.796,-6.8618415,-7.1216166,-6.338238774,-4.81845372
3.8,-6.7801239,-7.0303751,-6.257033839,-4.761070804
3.8039999,-6.696372,-6.9442355,-6.180369595,-4.702259382
3.8080001,-6.6100034,-6.8618415,-6.107038935,-4.641610488
3.812,-6.5228748,-6.7801239,-6.034310271,-4.580427913
3.816,-6.4379599,-6.696372,-5.95977108,-4.520799821
3.8199999,-6.3573454,-6.6100034,-5.882903026,-4.464191513
3.8239999,-6.2808922,-6.5228748,-5.805358572,-4.410505312
3.8280001,-6.2064,-6.4379599,-5.729784311,-4.358196144
3.832,-6.1311167,-6.3573454,-5.658037406,-4.305331458
3.836,-6.0535634,-6.2808922,-5.589994058,-4.250872755
3.8399999,-5.9744691,-6.2064,-5.523696,-4.195331947
3.8440001,-5.8962118,-6.1311167,-5.456693863,-4.140378888
3.848,-5.8211777,-6.0535634,-5.387671426,-4.087689193
3.852,-5.7501907,-5.9744691,-5.317277499,-4.037841411
3.8559999,-5.6820197,-5.8962118,-5.247628502,-3.989971054
3.8599999,-5.6142488,-5.8211777,-5.180848153,-3.94238165
3.8640001,-5.5449106,-5.7501907,-5.117669723,-3.893691672
3.868,-5.4737742,-5.6820197,-5.056997533,-3.843738981
3.872,-5.4024446,-5.6142488,-4.996681432,-3.793650623
3.8759999,-5.3332332,-5.5449106,-4.934970434,-3.745049685
3.8800001,-5.2675996,-5.4737742,-4.871659038,-3.698961115
3.8840001,-5.2052104,-5.4024446,-4.808175694,-3.655150795
3.888,-5.1442048,-5.3332332,-4.746577548,-3.612312053
3.892,-5.0824632,-5.2675996,-4.688163644,-3.568956484
3.8959999,-5.0190227,-5.2052104,-4.632637256,-3.52440793
3.9000001,-4.9546839,-5.1442048,-4.578342272,-3.479228581
3.904,-4.8914266,-5.0824632,-4.523392248,-3.434808673
3.908,-4.8310543,-5.0190227,-4.466930203,-3.39241464
3.9119999,-4.7740039,-4.9546839,-4.409668671,-3.352353279
3.9159999,-4.7190798,-4.8914266,-4.353369674,-3.313785026
3.9200001,-4.6642972,-4.8310543,-4.299638327,-3.275316137
3.924,-4.6082044,-4.7740039,-4.248863471,-3.235927212
3.928,-4.5508516,-4.7190798,-4.199981022,-3.195653502
3.9319999,-4.4937078,-4.6642972,-4.151224508,-3.155526554
3.9360001,-4.4386468,-4.6082044,-4.101301916,-3.116862169
3.9400001,-4.3866816,-4.5508516,-4.050257924,-3.080371686
3.944,-4.3373093,-4.4937078,-3.999399942,-3.045701964
3.948,-4.2888719,-4.4386468,-3.950395652,-3.011688737
3.9519999,-4.2396862,-4.3866816,-3.904146624,-2.977150047
3.9560001,-4.1891624,-4.3373093,-3.860205277,-2.941671729
3.96,-4.1381805,-4.2888719,-3.817095991,-2.905871729
3.964,-4.0884632,-4.2396862,-3.773320718,-2.870959744
3.9679999,-4.041402,-4.1891624,-3.728354536,-2.837912898
3.9719999,-3.9971349,-4.1381805,-3.682980645,-2.806828098
3.9760001,-3.9544732,-4.0884632,-3.638732248,-2.776870626
3.98,-3.9117172,-4.041402,-3.59684778,-2.746846935
3.984,-3.8677963,-3.9971349,-3.557450061,-2.71600524
3.9879999,-3.8229802,-3.9544732,-3.519481148,-2.684534926
3.9920001,-3.7786669,-3.9117172,-3.481428308,-2.653417684
3.9960001,-3.7364203,-3.8677963,-3.442338707,-2.623751699
4,-3.6969251,-3.8229802,-3.402452378,-2.596017774
4.0040002,-3.6595331,-3.7786669,-3.363013541,-2.569760738
4.0079999,-3.6227189,-3.7364203,-3.325414067,-2.543909439
4.0120001,-3.5851103,-3.6969251,-3.290263339,-2.517500304
4.0159998,-3.5464012,-3.6595331,-3.256984459,-2.490318387
4.02,-3.5075383,-3.6227189,-3.224219821,-2.46302847
4.0240002,-3.4700619,-3.5851103,-3.190748167,-2.436712167
4.0279999,-3.4350598,-3.5464012,-3.156297068,-2.412133342
4.0320001,-3.4024463,-3.5075383,-3.121709087,-2.389231816
4.0359998,-3.3710324,-3.4700619,-3.088355091,-2.367172662
4.04,-3.3393389,-3.4350598,-3.057203222,-2.344917169
4.0440001,-3.3065936,-3.4024463,-3.028177207,-2.321923092
4.0479999,-3.2732322,-3.3710324,-3.000218836,-2.298496383
4.052,-3.2405952,-3.3393389,-2.972011621,-2.275578355
4.0560002,-3.2100015,-3.3065936,-2.942868304,-2.254095153
4.0599999,-3.1818631,-3.2732322,-2.913176658,-2.234336087
4.0640001,-3.1554199,-3.2405952,-2.884129728,-2.215767408
4.0679998,-3.1292615,-3.2100015,-2.856901335,-2.197398718
4.072,-3.1022803,-3.1818631,-2.831858159,-2.178452249
4.0760002,-3.0744162,-3.1554199,-2.808323711,-2.1588858
4.0799999,-3.0466791,-3.1292615,-2.785042735,-2.139408531
4.0840001,-3.0204577,-3.1022803,-2.761029467,-2.120995602
4.0879998,-2.9965691,-3.0744162,-2.736230418,-2.104220788
4.092,-2.9747217,-3.0466791,-2.711544399,-2.088879325
4.0960002,-2.9537131,-3.0204577,-2.688207353,-2.074126876
4.0999999,-2.9322477,-2.9965691,-2.666946499,-2.059053657
4.1040001,-2.9098136,-2.9747217,-2.647502313,-2.043300208
4.1079998,-2.887014,-2.9537131,-2.628804659,-2.027290101
4.112,-2.865156,-2.9322477,-2.609700453,-2.011941195
4.1160002,-2.8453555,-2.9098136,-2.589734104,-1.998037086
4.1199999,-2.8277881,-2.887014,-2.56944246,-1.985701082
4.1240001,-2.8115818,-2.865156,-2.54998884,-1.974320856
4.1279998,-2.7954065,-2.8453555,-2.532366395,-1.962962398
4.132,-2.778375,-2.8277881,-2.516731409,-1.951002709
4.1360002,-2.7606384,-2.8115818,-2.502307802,-1.938547891
4.1399999,-2.7432696,-2.7954065,-2.487911785,-1.926351346
4.1440001,-2.7275349,-2.778375,-2.47275375,-1.915302282
4.1479998,-2.7140297,-2.7606384,-2.456968176,-1.905818796
4.152,-2.7022867,-2.7432696,-2.441509944,-1.897572744
4.1560001,-2.6910997,-2.7275349,-2.427506061,-1.88971712
4.1599998,-2.6793394,-2.7140297,-2.415486433,-1.88145892
4.164,-2.6667215,-2.7022867,-2.405035163,-1.872598505
4.1680002,-2.6539927,-2.6910997,-2.395078733,-1.863660214
4.1719999,-2.6424164,-2.6793394,-2.384612066,-1.85553122
4.1760001,-2.6329151,-2.6667215,-2.373382135,-1.848859312
4.1799998,-2.625447,-2.6539927,-2.362053503,-1.843615138
4.184,-2.6190411,-2.6424164,-2.351750596,-1.839116851
4.1880002,-2.6124556,-2.6329151,-2.343294439,-1.834492447
4.1919999,-2.6050241,-2.625447,-2.33664783,-1.829273973
4.1960001,-2.5971035,-2.6190411,-2.330946579,-1.823712049
4.1999998,-2.5898286,-2.6124556,-2.325085484,-1.818603541
4.204,-2.5843358,-2.6050241,-2.318471449,-1.814746442
4.2080002,-2.5809975,-2.5971035,-2.311422115,-1.812402254
4.2119999,-2.5791693,-2.5898286,-2.304947454,-1.811118474
4.2160001,-2.5776301,-2.5843358,-2.300058862,-1.810037633
4.2199998,-2.5754126,-2.5809975,-2.297087775,-1.808480482
4.224,-2.5724582,-2.5791693,-2.295460677,-1.806405873
4.2280002,-2.5696574,-2.5776301,-2.294090789,-1.804439123
4.2319999,-2.5682413,-2.5754126,-2.292117214,-1.803444723
4.2360001,-2.5689469,-2.5724582,-2.289487798,-1.803940203
4.2399998,-2.5715233,-2.5696574,-2.286995086,-1.805749376
4.244,-2.5749025,-2.5682413,-2.285734757,-1.808122285
4.2480001,-2.5779275,-2.5689469,-2.286362741,-1.81024647
4.2519999,-2.5801435,-2.5715233,-2.288655737,-1.811802567
4.256,-2.5821015,-2.5749025,-2.291663225,-1.813177494
4.2600002,-2.5849866,-2.5779275,-2.294355475,-1.81520344
4.2639999,-2.5898077,-2.5801435,-2.296327715,-1.818588865
4.2680001,-2.5967142,-2.5821015,-2.298070335,-1.823438678
4.2719998,-2.6048953,-2.5849866,-2.300638074,-1.829183529
4.276,-2.6131312,-2.5898077,-2.304928853,-1.83496686
4.2800002,-2.6206266,-2.5967142,-2.311075638,-1.840230205
4.2839999,-2.6275557,-2.6048953,-2.318356817,-1.845095888
4.2880001,-2.6349457,-2.6131312,-2.325686768,-1.85028522
4.2919998,-2.6439762,-2.6206266,-2.332357674,-1.856626527
4.296,-2.6551818,-2.6275557,-2.338524573,-1.864495212
4.3000002,-2.6680839,-2.6349457,-2.345101673,-1.873555195
4.3039999,-2.6815156,-2.6439762,-2.353138818,-1.882987069
4.3080001,-2.6944209,-2.6551818,-2.363111802,-1.8920493
4.3119998,-2.7065681,-2.6680839,-2.374594671,-1.900579186
4.316,-2.7187176,-2.6815156,-2.386548884,-1.909110686
4.3200002,-2.7321058,-2.6944209,-2.398034601,-1.918512014
4.3239999,-2.7476006,-2.7065681,-2.408845609,-1.929392617
4.3280001,-2.7651122,-2.7187176,-2.419658664,-1.941689438
4.3319998,-2.7836521,-2.7321058,-2.431574162,-1.954708341
4.336,-2.8020051,-2.7476006,-2.445364534,-1.967596001
4.3400002,-2.8195582,-2.7651122,-2.460949858,-1.979921964
4.3439999,-2.836725,-2.7836521,-2.477450369,-1.991976662
4.348,-2.8546663,-2.8020051,-2.493784539,-2.004575223
4.3520002,-2.8745001,-2.8195582,-2.509406798,-2.018502715
4.3559999,-2.8965361,-2.836725,-2.52468525,-2.033976615
4.3600001,-2.9200631,-2.8546663,-2.540653007,-2.050497509
4.3639998,-2.943828,-2.8745001,-2.558305089,-2.06718546
4.368,-2.9668878,-2.8965361,-2.577917129,-2.083378282
4.3720002,-2.9892648,-2.9200631,-2.598856159,-2.099091635
4.3759999,-3.011929,-2.943828,-2.62000692,-2.115006663
4.3800001,-3.0361441,-2.9668878,-2.640530142,-2.132010748
4.3839998,-3.0625942,-2.9892648,-2.660445672,-2.150584273
4.388,-3.0909177,-3.011929,-2.68061681,-2.170473318
4.3920002,-3.1199347,-3.0361441,-2.702168249,-2.190849346
4.3959999,-3.148452,-3.0625942,-2.725708838,-2.210874479
4.4000001,-3.1760763,-3.0909177,-2.750916753,-2.230272539
4.4039998,-3.2034924,-3.1199347,-2.776741883,-2.249524398
4.408,-3.2319958,-3.148452,-2.80212228,-2.269539771
4.4120002,-3.2626125,-3.1760763,-2.826707907,-2.291039124
4.4159999,-3.2953877,-3.2034924,-2.851108236,-2.314054197
4.4200001,-3.3293455,-3.2319958,-2.876476262,-2.337899704
4.4239998,-3.3631465,-3.2626125,-2.903725125,-2.361635104
4.428,-3.395997,-3.2953877,-2.932895053,-2.384703053
4.4320002,-3.4281995,-3.3293455,-2.963117495,-2.407315971
