Column1,Column2,Column3,Column4,Column5
                 Frequency                      ,S11(S)_Ry20,S11_Shisted,S11(S)_Rx20,S11(M)_Rx20
1.344,-0.01682079,-0.04234287,-0.037685154,-0.011811727
1.348,-0.00831343,-0.03383551,-0.030113604,-0.005837774
1.352,-0.01682079,-0.02532815,-0.022542054,-0.011811727
1.3559999,-0.02532815,-0.01682079,-0.014970503,-0.01778568
1.36,-0.03383551,-0.00831343,-0.007398953,-0.023759633
1.364,-0.04234287,-0.01682079,-0.014970503,-0.029733587
1.368,-0.05085023,-0.02532815,-0.022542054,-0.03570754
1.372,-0.05935759,-0.03383551,-0.030113604,-0.041681493
1.376,-0.06786495,-0.04234287,-0.037685154,-0.047655447
1.38,-0.07637231,-0.05085023,-0.045256705,-0.0536294
1.3839999,-0.08487967,-0.05935759,-0.052828255,-0.059603353
1.388,-0.09338703,-0.06786495,-0.060399806,-0.065577306
1.392,-0.10189439,-0.07637231,-0.067971356,-0.07155126
1.396,-0.11040175,-0.08487967,-0.075542906,-0.077525213
1.4,-0.11890911,-0.09338703,-0.083114457,-0.083499166
1.404,-0.12741647,-0.10189439,-0.090686007,-0.089473119
1.408,-0.13592383,-0.11040175,-0.098257558,-0.095447073
1.4119999,-0.14443119,-0.11890911,-0.105829108,-0.101421026
1.416,-0.15293855,-0.12741647,-0.113400658,-0.107394979
1.42,-0.16144591,-0.13592383,-0.120972209,-0.113368932
1.424,-0.16995327,-0.14443119,-0.128543759,-0.119342886
1.428,-0.17846063,-0.15293855,-0.13611531,-0.125316839
1.432,-0.18696799,-0.16144591,-0.14368686,-0.131290792
1.436,-0.19547535,-0.16995327,-0.15125841,-0.137264746
1.4400001,-0.20398271,-0.17846063,-0.158829961,-0.143238699
1.444,-0.21249007,-0.18696799,-0.166401511,-0.149212652
1.448,-0.22099743,-0.19547535,-0.173973062,-0.155186605
1.452,-0.22950479,-0.20398271,-0.181544612,-0.161160559
1.456,-0.23801215,-0.21249007,-0.189116162,-0.167134512
1.46,-0.24651951,-0.22099743,-0.196687713,-0.173108465
1.464,-0.25502687,-0.22950479,-0.204259263,-0.179082418
1.4680001,-0.26353423,-0.23801215,-0.211830814,-0.185056372
1.472,-0.27204159,-0.24651951,-0.219402364,-0.191030325
1.476,-0.28054895,-0.25502687,-0.226973914,-0.197004278
1.48,-0.28905631,-0.26353423,-0.234545465,-0.202978231
1.484,-0.29594215,-0.27204159,-0.242117015,-0.207813537
1.488,-0.30444951,-0.28054895,-0.249688566,-0.21378749
1.492,-0.31340378,-0.28905631,-0.257260116,-0.220075268
1.4960001,-0.32143239,-0.29594215,-0.263388514,-0.225713039
1.5,-0.32790786,-0.30444951,-0.270960064,-0.230260178
1.5039999,-0.33337635,-0.31340378,-0.278929364,-0.234100207
1.508,-0.33917703,-0.32143239,-0.286074827,-0.238173502
1.512,-0.34651641,-0.32790786,-0.291837995,-0.243327288
1.516,-0.35565136,-0.33337635,-0.296704952,-0.249741942
1.52,-0.36572044,-0.33917703,-0.301867557,-0.25681255
1.524,-0.37534423,-0.34651641,-0.308399605,-0.263570472
1.528,-0.38357855,-0.35565136,-0.31652971,-0.269352694
1.5319999,-0.39055411,-0.36572044,-0.325491192,-0.274251002
1.536,-0.39738115,-0.37534423,-0.334056365,-0.279045017
1.54,-0.40537394,-0.38357855,-0.34138491,-0.284657634
1.544,-0.4151554,-0.39055411,-0.347593158,-0.291526273
1.548,-0.42623472,-0.39738115,-0.353669224,-0.299306283
1.552,-0.43736149,-0.40537394,-0.360782807,-0.307119612
1.556,-0.447388,-0.4151554,-0.369488306,-0.314160327
1.5599999,-0.45606565,-0.42623472,-0.379348901,-0.32025386
1.564,-0.46420596,-0.43736149,-0.389251726,-0.325970067
1.568,-0.47312072,-0.447388,-0.39817532,-0.332230101
1.572,-0.4837195,-0.45606565,-0.405898429,-0.33967267
1.576,-0.49589348,-0.46420596,-0.413143304,-0.348221361
1.58,-0.50860658,-0.47312072,-0.421077441,-0.357148627
1.584,-0.52061589,-0.4837195,-0.430510355,-0.365581684
1.5880001,-0.53133492,-0.49589348,-0.441345197,-0.373108694
1.592,-0.54123684,-0.50860658,-0.452659856,-0.380061921
1.596,-0.55152062,-0.52061589,-0.463348142,-0.387283295
1.6,-0.56328188,-0.53133492,-0.472888079,-0.395542169
1.604,-0.57675851,-0.54123684,-0.481700788,-0.405005593
1.608,-0.59117065,-0.55152062,-0.490853352,-0.415125942
1.612,-0.60526299,-0.56328188,-0.501320873,-0.425021724
1.6160001,-0.61817258,-0.57675851,-0.513315074,-0.434086967
1.62,-0.63002976,-0.59117065,-0.526141879,-0.442413198
1.624,-0.64187335,-0.60526299,-0.538684061,-0.450729885
1.628,-0.6549399,-0.61817258,-0.550173596,-0.459905347
1.632,-0.66981688,-0.63002976,-0.560726486,-0.470352111
1.636,-0.68604874,-0.64187335,-0.571267282,-0.481750286
1.64,-0.70244959,-0.6549399,-0.582896511,-0.493267127
1.6440001,-0.71791988,-0.66981688,-0.596137023,-0.504130519
1.648,-0.7321992,-0.68604874,-0.610583379,-0.5141576
1.652,-0.7460507,-0.70244959,-0.625180135,-0.523884262
1.656,-0.76073435,-0.71791988,-0.638948693,-0.534195268
1.66,-0.7771578,-0.7321992,-0.651657288,-0.545727979
1.664,-0.79525748,-0.7460507,-0.663985123,-0.558437755
1.668,-0.81405684,-0.76073435,-0.677053572,-0.571638854
1.6720001,-0.83233935,-0.7771578,-0.691670442,-0.584477015
1.676,-0.84948399,-0.79525748,-0.707779157,-0.596516153
1.6799999,-0.86589419,-0.81405684,-0.724510588,-0.608039559
1.684,-0.88271672,-0.83233935,-0.740782022,-0.619852508
1.688,-0.90106143,-0.84948399,-0.756040751,-0.632734347
1.692,-0.92124515,-0.86589419,-0.770645829,-0.646907557
1.696,-0.94259235,-0.88271672,-0.785617881,-0.661897774
1.7,-0.96389832,-0.90106143,-0.801944673,-0.676859039
1.704,-0.98426801,-0.92124515,-0.819908184,-0.691162839
1.7079999,-1.0037262,-0.94259235,-0.838907192,-0.704826575
1.712,-1.0232015,-0.96389832,-0.857869505,-0.718502325
1.716,-1.0438895,-0.98426801,-0.875998529,-0.733029646
1.72,-1.0664348,-1.0037262,-0.893316318,-0.748861181
1.724,-1.0905004,-1.0232015,-0.910649335,-0.765760286
1.728,-1.1150058,-1.0438895,-0.929061655,-0.782968223
1.732,-1.1388771,-1.0664348,-0.949126972,-0.799730888
1.7359999,-1.1617932,-1.0905004,-0.970545356,-0.815822803
1.74,-1.1844106,-1.1150058,-0.992355162,-0.831704967
1.744,-1.2079221,-1.1388771,-1.013600619,-0.848214978
1.748,-1.2332383,-1.1617932,-1.033995948,-0.865992267
1.752,-1.2603755,-1.1844106,-1.054125434,-0.88504828
1.756,-1.2884437,-1.2079221,-1.075050669,-0.904758051
1.76,-1.3162608,-1.2332383,-1.097582087,-0.924291496
1.7640001,-1.343167,-1.2603755,-1.121734195,-0.943185299
1.768,-1.3694833,-1.2884437,-1.146714893,-0.961664868
1.772,-1.396298,-1.3162608,-1.171472112,-0.980494419
1.776,-1.4247317,-1.343167,-1.19541863,-1.000460847
1.78,-1.4551805,-1.3694833,-1.218840137,-1.021842299
1.784,-1.4870529,-1.396298,-1.24270522,-1.044223417
1.788,-1.5191835,-1.4247317,-1.268011213,-1.066785846
1.7920001,-1.5506324,-1.4551805,-1.295110645,-1.088869578
1.796,-1.5813355,-1.4870529,-1.323477081,-1.110429601
1.8,-1.6121556,-1.5191835,-1.352073315,-1.132071784
1.804,-1.6442987,-1.5506324,-1.380062836,-1.15464299
1.808,-1.6784955,-1.5813355,-1.407388595,-1.178656325
1.812,-1.7145153,-1.6121556,-1.434818484,-1.203949789
1.816,-1.751329,-1.6442987,-1.463425843,-1.229800737
1.8200001,-1.7878203,-1.6784955,-1.493860995,-1.255425293
1.824,-1.8235574,-1.7145153,-1.525918617,-1.280520242
1.8279999,-1.8590943,-1.751329,-1.55868281,-1.305474608
1.832,-1.895605,-1.7878203,-1.591160067,-1.331112787
1.836,-1.9340815,-1.8235574,-1.622966086,-1.35813137
1.84,-1.9746689,-1.8590943,-1.654593927,-1.386632248
1.844,-2.016573,-1.895605,-1.68708845,-1.416057726
1.848,-2.058607,-1.9340815,-1.721332535,-1.445574421
1.852,-2.1000131,-1.9746689,-1.757455321,-1.474650199
1.8559999,-2.1409895,-2.016573,-1.79474997,-1.503424237
1.86,-2.1825686,-2.058607,-1.83216023,-1.532621497
1.864,-2.2259159,-2.1000131,-1.869011659,-1.563060404
1.868,-2.2715449,-2.1409895,-1.905480655,-1.595101544
1.872,-2.318971,-2.1825686,-1.942486054,-1.628404626
1.876,-2.3670472,-2.2259159,-1.981065151,-1.662164214
1.88,-2.4147566,-2.2715449,-2.021674961,-1.695666232
1.8839999,-2.4619212,-2.318971,-2.06388419,-1.728785686
1.888,-2.5093385,-2.3670472,-2.106672008,-1.762082588
1.892,-2.5582555,-2.4147566,-2.149133374,-1.796432595
1.896,-2.6095225,-2.4619212,-2.191109868,-1.832432795
1.9,-2.6630237,-2.5093385,-2.233311265,-1.870001872
1.904,-2.7177517,-2.5582555,-2.276847395,-1.908432421
1.908,-2.7724983,-2.6095225,-2.322475025,-1.946876031
1.9119999,-2.8266863,-2.6630237,-2.370091093,-1.984927387
1.916,-2.8807783,-2.7177517,-2.418799013,-2.02291133
1.92,-2.9359762,-2.7724983,-2.467523487,-2.061671847
1.924,-2.9934204,-2.8266863,-2.515750807,-2.102009739
1.928,-3.0534211,-2.8807783,-2.563892687,-2.144142831
1.932,-3.1152536,-2.9359762,-2.613018818,-2.18756223
1.936,-3.1776579,-2.9934204,-2.664144156,-2.231383154
1.9400001,-3.2397022,-3.0534211,-2.717544779,-2.274951282
1.944,-3.3014377,-3.1152536,-2.772575704,-2.318302567
1.948,-3.3638808,-3.1776579,-2.828115531,-2.362150737
1.952,-3.4283328,-3.2397022,-2.883334958,-2.407409575
1.956,-3.4955093,-3.3014377,-2.938279553,-2.454581586
1.96,-3.565052,-3.3638808,-2.993853912,-2.503415165
1.964,-3.6357772,-3.4283328,-3.051216192,-2.553079108
1.9680001,-3.7064853,-3.4955093,-3.111003277,-2.602731043
1.972,-3.7767911,-3.565052,-3.17289628,-2.652100478
1.976,-3.8474106,-3.6357772,-3.235841708,-2.701690197
1.98,-3.9196918,-3.7064853,-3.298771917,-2.752446779
1.984,-3.9947108,-3.7767911,-3.361344079,-2.805125871
1.988,-4.0725476,-3.8474106,-3.424195434,-2.85978365
1.992,-4.1522338,-3.9196918,-3.488525702,-2.915740097
1.9960001,-4.2324106,-3.9947108,-3.555292612,-2.972041047
2,-4.312271,-4.0725476,-3.624567364,-3.028119819
2.0039999,-4.3921327,-4.1522338,-3.695488082,-3.084199503
2.0079999,-4.4732465,-4.2324106,-3.766845434,-3.141158425
2.0120001,-4.5569684,-4.312271,-3.83792119,-3.19994878
2.016,-4.643837,-4.3921327,-3.908998103,-3.26094878
2.02,-4.7332177,-4.4732465,-3.981189385,-3.323712801
2.0239999,-4.8237205,-4.5569684,-4.055701876,-3.387264772
2.0280001,-4.914158,-4.643837,-4.13301493,-3.450770889
2.0320001,-5.0043795,-4.7332177,-4.212563753,-3.514125329
2.036,-5.0954031,-4.8237205,-4.293111245,-3.578043011
2.04,-5.188757,-4.914158,-4.37360062,-3.643597053
2.0439999,-5.2854507,-5.0043795,-4.453897755,-3.711496336
2.0480001,-5.3852969,-5.0954031,-4.534908759,-3.781609336
2.052,-5.4870296,-5.188757,-4.61799373,-3.853047055
2.056,-5.5891651,-5.2854507,-4.704051123,-3.924767625
2.0599999,-5.6910316,-5.3852969,-4.792914241,-3.9962993
2.0639999,-5.7932612,-5.4870296,-4.883456344,-4.068085947
2.0680001,-5.8973985,-5.5891651,-4.974356939,-4.141212201
2.072,-6.0048711,-5.6910316,-5.065018124,-4.216680535
2.076,-6.1160379,-5.7932612,-5.156002468,-4.294742974
2.0799999,-6.2299297,-5.8973985,-5.248684665,-4.374718935
2.0840001,-6.3449095,-6.0048711,-5.344335279,-4.4554589
2.0880001,-6.4597993,-6.1160379,-5.443273731,-4.536135666
2.092,-6.5747194,-6.2299297,-5.544637433,-4.61683371
2.096,-6.6910563,-6.3449095,-5.646969455,-4.698526644
2.0999999,-6.8105547,-6.4597993,-5.749221377,-4.782439616
2.1040001,-6.9341507,-6.5747194,-5.851500266,-4.869229963
2.108,-7.0613342,-6.6910563,-5.955040107,-4.958539489
2.112,-7.1904831,-6.8105547,-6.061393683,-5.049229138
2.1159999,-7.319977,-6.9341507,-6.171394123,-5.140161049
2.1199999,-7.4493404,-7.0613342,-6.284587438,-5.231001322
2.1240001,-7.5796269,-7.1904831,-6.399529959,-5.322489805
2.128,-7.712763,-7.319977,-6.51477953,-5.415979306
2.132,-7.850271,-7.4493404,-6.629912956,-5.512538799
2.1359999,-7.9922447,-7.5796269,-6.745867941,-5.612234151
2.1400001,-8.1372661,-7.712763,-6.86435907,-5.714069628
2.1440001,-8.2833686,-7.850271,-6.98674119,-5.816664265
2.148,-8.4294027,-7.9922447,-7.113097783,-5.91921087
2.152,-8.5758928,-8.1372661,-7.242166829,-6.022077683
2.1559999,-8.7247605,-8.2833686,-7.372198054,-6.126614071
2.1600001,-8.8780778,-8.4294027,-7.502168403,-6.234275012
2.164,-9.036691,-8.5758928,-7.632544592,-6.345654787
2.168,-9.1996361,-8.7247605,-7.765036845,-6.460076466
2.1719999,-9.3647901,-8.8780778,-7.901489242,-6.576049256
2.1760001,-9.5303318,-9.036691,-8.04265499,-6.692294293
2.1800001,-9.6960699,-9.1996361,-8.187676129,-6.808677244
2.184,-9.8636729,-9.3647901,-8.334663189,-6.926369747
2.188,-10.035639,-9.5303318,-8.481995302,-7.047126062
2.1919999,-10.21364,-9.6960699,-8.629502211,-7.172120144
2.1960001,-10.397409,-9.8636729,-8.778668881,-7.301164574
2.2,-10.584903,-10.035639,-8.93171871,-7.432824736
2.204,-10.773705,-10.21364,-9.0901396,-7.565403388
2.2079999,-10.962763,-10.397409,-9.25369401,-7.698161806
2.2119999,-11.153256,-10.584903,-9.42056367,-7.831927896
2.2160001,-11.347944,-10.773705,-9.58859745,-7.968639756
2.22,-11.549408,-10.962763,-9.75685907,-8.110109792
2.224,-11.75834,-11.153256,-9.92639784,-8.256823931
2.2279999,-11.973074,-11.347944,-10.09967016,-8.407612294
2.2320001,-12.190714,-11.549408,-10.27897312,-8.560441278
2.2360001,-12.409186,-11.75834,-10.4649226,-8.713854501
2.24,-12.62884,-11.973074,-10.65603586,-8.868097736
2.244,-12.852439,-12.190714,-10.84973546,-9.02511119
2.2479999,-13.083487,-12.409186,-11.04417554,-9.187355406
2.2520001,-13.323969,-12.62884,-11.2396676,-9.356224271
2.256,-13.573057,-12.852439,-11.43867071,-9.531136356
2.26,-13.827676,-13.083487,-11.64430343,-9.709932364
2.2639999,-14.084691,-13.323969,-11.85833241,-9.890410867
2.2679999,-14.343273,-13.573057,-12.08002073,-10.07198973
2.2720001,-14.605827,-13.827676,-12.30663164,-10.25635778
2.276,-14.876704,-14.084691,-12.53537499,-10.44657032
2.28,-15.159513,-14.343273,-12.76551297,-10.64516162
2.2839999,-15.454835,-14.605827,-12.99918603,-10.85253969
2.2880001,-15.759881,-14.876704,-13.24026656,-11.06674604
2.2920001,-16.070511,-15.159513,-13.49196657,-11.28487353
2.296,-16.384362,-15.454835,-13.75480315,-11.50526284
2.3,-16.703021,-15.759881,-14.02629409,-11.72902838
2.3039999,-17.031596,-16.070511,-14.30275479,-11.95975703
2.3080001,-17.375831,-16.384362,-14.58208218,-12.20148229
2.312,-17.738637,-16.703021,-14.86568869,-12.45624829
2.316,-18.118402,-17.031596,-15.15812044,-12.72292307
2.3199999,-18.510316,-17.375831,-15.46448959,-12.998129
2.3239999,-18.910147,-17.738637,-15.78738693,-13.27889432
2.3280001,-19.318077,-18.118402,-16.12537778,-13.56534685
2.332,-19.739877,-18.510316,-16.47418124,-13.86153903
2.336,-20.184337,-18.910147,-16.83003083,-14.17364328
2.3399999,-20.65853,-19.318077,-17.19308853,-14.50662635
2.3440001,-21.16401,-19.739877,-17.56849053,-14.86157946
2.348,-21.696605,-20.184337,-17.96405993,-15.235573
2.352,-22.250389,-20.65853,-18.3860917,-15.62444566
2.3559999,-22.823789,-21.16401,-18.8359689,-16.02709287
2.3599999,-23.423835,-21.696605,-19.30997845,-16.44845118
2.3640001,-24.06532,-22.250389,-19.80284621,-16.89890836
2.368,-24.765102,-22.823789,-20.31317221,-17.39030228
2.372,-25.535196,-23.423835,-20.84721315,-17.93106998
2.3759999,-26.379277,-24.06532,-21.4181348,-18.5237921
2.3800001,-27.295646,-24.765102,-22.04094078,-19.16727558
2.3840001,-28.286664,-25.535196,-22.72632444,-19.86317833
2.388,-29.37078,-26.379277,-23.47755653,-20.62445542
2.392,-30.590911,-27.295646,-24.29312494,-21.48124361
2.3959999,-32.016123,-28.286664,-25.17513096,-22.48204173
2.4000001,-33.741717,-29.37078,-26.1399942,-23.69377109
2.404,-35.901309,-30.590911,-27.22591079,-25.21025819
2.408,-38.717634,-32.016123,-28.49434947,-27.18790977
2.4119999,-42.662677,-33.741717,-30.03012813,-29.95815842
2.4159999,-48.762425,-35.901309,-31.95216501,-34.24146246
2.4200001,-50.717209,-38.717634,-34.45869426,-35.61413133
2.424,-44.141667,-42.662677,-37.96978253,-30.99671998
2.428,-39.816962,-48.762425,-43.39855825,-27.95986889
2.4319999,-36.853104,-50.717209,-45.13831601,-25.87861816
2.4360001,-34.648849,-44.141667,-39.28608363,-24.33076826
2.4400001,-32.93074,-39.816962,-35.43709618,-23.12429494
2.444,-31.541636,-36.853104,-32.79926256,-22.14885222
2.448,-30.373074,-34.648849,-30.83747561,-21.32827629
2.4519999,-29.348105,-32.93074,-29.3083586,-20.60853281
2.4560001,-28.419907,-31.541636,-28.07205604,-19.95674289
2.46,-27.569368,-30.373074,-27.03203586,-19.3594859
2.464,-26.795277,-29.348105,-26.11981345,-18.81591146
2.4679999,-26.100494,-28.419907,-25.29371723,-18.32802789
2.4719999,-25.4812,-27.569368,-24.53673752,-17.89315345
2.4760001,-24.923629,-26.795277,-23.84779653,-17.50162152
2.48,-24.408282,-26.100494,-23.22943966,-17.1397397
2.484,-23.918205,-25.4812,-22.678268,-16.79560273
2.4879999,-23.44591,-24.923629,-22.18202981,-16.46395246
2.4920001,-22.994357,-24.408282,-21.72337098,-16.14686743
2.4960001,-22.571625,-23.918205,-21.28720245,-15.85002079
2.5,-22.183291,-23.44591,-20.8668599,-15.57732877
2.5039999,-21.82751,-22.994357,-20.46497773,-15.3274958
2.5079999,-21.495365,-22.571625,-20.08874625,-15.09426026
2.5120001,-21.175804,-22.183291,-19.74312899,-14.86986133
2.516,-20.861839,-21.82751,-19.4264839,-14.64939196
2.52,-20.553924,-21.495365,-19.13087485,-14.43317097
2.5239999,-20.258295,-21.175804,-18.84646556,-14.22557733
2.5280001,-19.981732,-20.861839,-18.56703671,-14.03137203
2.5320001,-19.72646,-20.553924,-18.29299236,-13.85211748
2.536,-19.488392,-20.258295,-18.02988255,-13.68494375
2.54,-19.259573,-19.981732,-17.78374148,-13.52426476
2.5439999,-19.033104,-19.72646,-17.5565494,-13.36523596
2.5480001,-18.807246,-19.488392,-17.34466888,-13.20663621
2.552,-18.585956,-19.259573,-17.14101997,-13.05124416
2.556,-18.375625,-19.033104,-16.93946256,-12.90354763
2.5599999,-18.18041,-18.807246,-16.73844894,-12.76646571
2.5639999,-17.999329,-18.585956,-16.54150084,-12.63930882
2.5680001,-17.826833,-18.375625,-16.35430625,-12.5181804
2.572,-17.656368,-18.18041,-16.1805649,-12.39847817
2.576,-17.484539,-17.999329,-16.01940281,-12.27781813
2.5799999,-17.313047,-17.826833,-15.86588137,-12.15739473
2.5840001,-17.147157,-17.656368,-15.71416752,-12.04090512
2.5880001,-16.991857,-17.484539,-15.56123971,-11.9318519
2.592,-16.848404,-17.313047,-15.40861183,-11.83111777
2.596,-16.713491,-17.147157,-15.26096973,-11.73638052
2.5999999,-16.581452,-16.991857,-15.12275273,-11.64366141
2.6040001,-16.448007,-16.848404,-14.99507956,-11.549955
2.608,-16.312999,-16.713491,-14.87500699,-11.45515103
2.612,-16.180262,-16.581452,-14.75749228,-11.36194178
2.6159999,-16.054781,-16.448007,-14.63872623,-11.27382777
2.6199999,-15.939178,-16.312999,-14.51856911,-11.19265018
2.6240001,-15.831896,-16.180262,-14.40043318,-11.11731569
2.628,-15.728217,-16.054781,-14.28875509,-11.04451126
2.632,-15.623393,-15.939178,-14.18586842,-10.9709028
2.6359999,-15.5158,-15.831896,-14.09038744,-10.89534992
2.6400001,-15.407929,-15.728217,-13.99811313,-10.81960182
2.6440001,-15.304557,-15.623393,-13.90481977,-10.74701297
2.648,-15.209428,-15.5158,-13.809062,-10.68021244
2.652,-15.122701,-15.407929,-13.71305681,-10.61931187
2.6559999,-15.04084,-15.304557,-13.62105573,-10.56182826
2.6600001,-14.958967,-15.209428,-13.53639092,-10.50433622
2.664,-14.874114,-15.122701,-13.45920389,-10.44475159
2.668,-14.787172,-15.04084,-13.3863476,-10.38370005
2.6719999,-14.70218,-14.958967,-13.31348063,-10.32401782
2.6760001,-14.623493,-14.874114,-13.23796146,-10.26876302
2.6800001,-14.552809,-14.787172,-13.16058308,-10.21912801
2.684,-14.488027,-14.70218,-13.0849402,-10.17363744
2.688,-14.424654,-14.623493,-13.01490877,-10.12913629
2.6919999,-14.358817,-14.552809,-12.95200001,-10.08290489
2.6960001,-14.289857,-14.488027,-12.89434403,-10.03448048
2.7,-14.220713,-14.424654,-12.83794206,-9.985926876
2.704,-14.155844,-14.358817,-12.77934713,-9.940375215
2.7079999,-14.098174,-14.289857,-12.71797273,-9.899878765
2.7119999,-14.047116,-14.220713,-12.65643457,-9.864025326
2.7160001,-13.998975,-14.155844,-12.59870116,-9.830220235
2.72,-13.949441,-14.098174,-12.54737486,-9.795436965
