Column1,Column2,Column3,Column4,,
                Frequency                      ,S11,,,,
                    3.78                     ,-5.6535416,,,,
               3.7839999                     ,-5.6879724,,,,
               3.7880001                     ,-5.7208584,,,,
               3.7920001                     ,-5.7524581,,,,
                   3.796                     ,-5.7831642,,,,
                     3.8                     ,-5.8134314,,,,
               3.8039999                     ,-5.8436891,,,,
               3.8080001                     ,-5.8742607,,,,
                   3.812                     ,-5.9053038,,,,
                   3.816                     ,-5.9367784,,,,
               3.8199999                     ,-5.9684433,,,,
               3.8239999                     ,-5.9999076,,,,
               3.8280001                     ,-6.0306821,,,,
                   3.832                     ,-6.0602793,,,,
                   3.836                     ,-6.0882921,,,,
               3.8399999                     ,-6.1144678,,,,
               3.8440001                     ,-6.1387587,,,,
                   3.848                     ,-6.1613291,,,,
                   3.852                     ,-6.1825215,,,,
               3.8559999                     ,-6.2027994,,,,
               3.8599999                     ,-6.2226586,,,,
               3.8640001                     ,-6.2425396,,,,
                   3.868                     ,-6.2627445,,,,
                   3.872                     ,-6.2833817,,,,
               3.8759999                     ,-6.3043474,,,,
               3.8800001                     ,-6.3253428,,,,
               3.8840001                     ,-6.3459249,,,,
                   3.888                     ,-6.3655876,,,,
                   3.892                     ,-6.3838579,,,,
               3.8959999                     ,-6.4003775,,,,
               3.9000001                      ,-6.414978,,,,
                   3.904                       ,-6.42771,,,,
                   3.908                     ,-6.4388407,,,,
               3.9119999                      ,-6.448805,,,,
               3.9159999                      ,-6.458131,,,,
               3.9200001                     ,-6.4673478,,,,
                   3.924                     ,-6.4768913,,,,
                   3.928                     ,-6.4870294,,,,
               3.9319999                     ,-6.4978209,,,,
               3.9360001                     ,-6.5091011,,,,
               3.9400001                     ,-6.5205227,,,,
                   3.944                      ,-6.531619,,,,
                   3.948                      ,-6.541889,,,,
               3.9519999                      ,-6.550899,,,,
               3.9560001                     ,-6.5583608,,,,
                    3.96                     ,-6.5641901,,,,
                   3.964                     ,-6.5685282,,,,
               3.9679999                     ,-6.5717138,,,,
               3.9719999                     ,-6.5742251,,,,
               3.9760001                     ,-6.5765928,,,,
                    3.98                     ,-6.5793013,,,,
                   3.984                     ,-6.5827042,,,,
               3.9879999                     ,-6.5869532,,,,
               3.9920001                     ,-6.5919712,,,,
               3.9960001                     ,-6.5974636,,,,
                       4                     ,-6.6029664,,,,
               4.0040002                     ,-6.6079279,,,,
               4.0079999                      ,-6.611806,,,,
               4.0120001                     ,-6.6141689,,,,
               4.0159998                     ,-6.6147717,,,,
                    4.02                     ,-6.6136013,,,,
               4.0240002                     ,-6.6108847,,,,
               4.0279999                     ,-6.6070473,,,,
               4.0320001                     ,-6.6026363,,,,
               4.0359998                     ,-6.5982269,,,,
                    4.04                     ,-6.5943228,,,,
               4.0440001                     ,-6.5912674,,,,
               4.0479999                     ,-6.5891914,,,,
                   4.052                     ,-6.5879942,,,,
               4.0560002                     ,-6.5873666,,,,
               4.0599999                     ,-6.5868558,,,,
               4.0640001                     ,-6.5859542,,,,
               4.0679998                     ,-6.5841989,,,,
                   4.072                     ,-6.5812648,,,,
               4.0760002                     ,-6.5770354,,,,
               4.0799999                     ,-6.5716324,,,,
               4.0840001                     ,-6.5654053,,,,
               4.0879998                     ,-6.5588782,,,,
                   4.092                      ,-6.552664,,,,
               4.0960002                     ,-6.5473683,,,,
               4.0999999                     ,-6.5434898,,,,
               4.1040001                     ,-6.5413463,,,,
               4.1079998                     ,-6.5410331,,,,
                   4.112                     ,-6.5424171,,,,
               4.1160002                     ,-6.5451783,,,,
               4.1199999                     ,-6.5488798,,,,
               4.1240001                      ,-6.553063,,,,
               4.1279998                     ,-6.5573411,,,,
                   4.132                     ,-6.5614913,,,,
               4.1360002                     ,-6.5655016,,,,
               4.1399999                     ,-6.5695877,,,,
               4.1440001                     ,-6.5741582,,,,
               4.1479998                     ,-6.5797498,,,,
                   4.152                      ,-6.586927,,,,
               4.1560001                     ,-6.5961771,,,,
               4.1599998                     ,-6.6078113,,,,
                   4.164                     ,-6.6218984,,,,
               4.1680002                     ,-6.6382329,,,,
               4.1719999                     ,-6.6563445,,,,
               4.1760001                     ,-6.6755613,,,,
               4.1799998                     ,-6.6950982,,,,
                   4.184                     ,-6.7141726,,,,
               4.1880002                     ,-6.7321184,,,,
               4.1919999                     ,-6.7484774,,,,
               4.1960001                     ,-6.7630593,,,,
               4.1999998                     ,-6.7759417,,,,
                   4.204                     ,-6.7874281,,,,
               4.2080002                     ,-6.7979539,,,,
               4.2119999                     ,-6.8079716,,,,
               4.2160001                      ,-6.817823,,,,
               4.2199998                     ,-6.8276345,,,,
                   4.224                     ,-6.8372408,,,,
               4.2280002                     ,-6.8461634,,,,
               4.2319999                     ,-6.8536329,,,,
               4.2360001                     ,-6.8586659,,,,
               4.2399998                     ,-6.8601734,,,,
                   4.244                     ,-6.8570808,,,,
               4.2480001                     ,-6.8484401,,,,
               4.2519999                      ,-6.833505,,,,
                   4.256                     ,-6.8117579,,,,
               4.2600002                     ,-6.7828809,,,,
               4.2639999                     ,-6.7466747,,,,
               4.2680001                     ,-6.7029557,,,,
               4.2719998                     ,-6.6514375,,,,
                   4.276                     ,-6.5916556,,,,
               4.2800002                     ,-6.5229383,,,,
               4.2839999                     ,-6.4444451,,,,
               4.2880001                     ,-6.3552812,,,,
               4.2919998                     ,-6.2546699,,,,
                   4.296                     ,-6.1421522,,,,
               4.3000002                     ,-6.0177767,,,,
               4.3039999                     ,-5.8822407,,,,
               4.3080001                     ,-5.7369478,,,,
               4.3119998                      ,-5.583973,,,,
                   4.316                     ,-5.4259348,,,,
               4.3200002                     ,-5.2657924,,,,
               4.3239999                     ,-5.1066296,,,,
               4.3280001                     ,-4.9514192,,,,
               4.3319998                     ,-4.8028329,,,,
                   4.336                     ,-4.6630946,,,,
               4.3400002                     ,-4.5338927,,,,
               4.3439999                     ,-4.4163519,,,,
                   4.348                     ,-4.3110543,,,,
               4.3520002                     ,-4.2180899,,,,
               4.3559999                     ,-4.1371608,,,,
               4.3600001                     ,-4.0676744,,,,
               4.3639998                     ,-4.0088599,,,,
                   4.368                     ,-3.9598645,,,,
               4.3720002                     ,-3.9198403,,,,
               4.3759999                      ,-3.888005,,,,
               4.3800001                     ,-3.8636693,,,,
               4.3839998                     ,-3.8462362,,,,
                   4.388                     ,-3.8351815,,,,
               4.3920002                     ,-3.8300124,,,,
               4.3959999                     ,-3.8302248,,,,
               4.4000001                     ,-3.8352598,,,,
               4.4039998                     ,-3.8444863,,,,
                   4.408                     ,-3.8571891,,,,
               4.4120002                     ,-3.8726003,,,,
               4.4159999                     ,-3.8899391,,,,
               4.4200001                     ,-3.9084699,,,,
               4.4239998                     ,-3.9275709,,,,
                   4.428                     ,-3.9467819,,,,
               4.4320002                     ,-3.9658525,,,,
               4.4359999                     ,-3.9847426,,,,
               4.4400001                     ,-4.0036048,,,,
               4.4439998                     ,-4.0227277,,,,
                   4.448                     ,-4.0424681,,,,
               4.4520001                     ,-4.0631653,,,,
               4.4559999                      ,-4.085065,,,,
                    4.46                     ,-4.1082611,,,,
               4.4640002                     ,-4.1326628,,,,
               4.4679999                     ,-4.1579988,,,,
               4.4720001                     ,-4.1838576,,,,
               4.4759998                     ,-4.2097458,,,,
                    4.48                     ,-4.2351783,,,,
               4.4840002                     ,-4.2597603,,,,
               4.4879999                     ,-4.2832629,,,,
               4.4920001                       ,-4.30566,,,,
               4.4959998                     ,-4.3271509,,,,
                     4.5                     ,-4.3481198,,,,
               4.5040002                     ,-4.3690759,,,,
               4.5079999                     ,-4.3905683,,,,
               4.5120001                     ,-4.4130886,,,,
               4.5159998                     ,-4.4369863,,,,
                    4.52                     ,-4.4624088,,,,
               4.5240002                     ,-4.4892737,,,,
               4.5279999                     ,-4.5172807,,,,
               4.5320001                     ,-4.5459632,,,,
               4.5359998                     ,-4.5747741,,,,
                    4.54                     ,-4.6031785,,,,
               4.5440001                     ,-4.6307548,,,,
               4.5479999                      ,-4.657277,,,,
                   4.552                     ,-4.6827575,,,,
               4.5560002                     ,-4.7074563,,,,
               4.5599999                     ,-4.7318313,,,,
               4.5640001                     ,-4.7564728,,,,
               4.5679998                     ,-4.7819902,,,,
                   4.572                     ,-4.8089193,,,,
               4.5760002                     ,-4.8376161,,,,
               4.5799999                     ,-4.8682075,,,,
               4.5840001                     ,-4.9005613,,,,
               4.5879998                     ,-4.9343123,,,,
                   4.592                     ,-4.9689311,,,,
               4.5960002                     ,-5.0038165,,,,
               4.5999999                     ,-5.0384144,,,,
               4.6040001                     ,-5.0723166,,,,
               4.6079998                     ,-5.1053562,,,,
                   4.612                       ,-5.13764,,,,
               4.6160002                     ,-5.1695419,,,,
               4.6199999                     ,-5.2016515,,,,
               4.6240001                     ,-5.2346708,,,,
               4.6279998                     ,-5.2693009,,,,
                   4.632                     ,-5.3061162,,,,
               4.6360002                     ,-5.3454705,,,,
               4.6399999                     ,-5.3874345,,,,
               4.6440001                     ,-5.4317819,,,,
               4.6479998                     ,-5.4780263,,,,
                   4.652                     ,-5.5255112,,,,
               4.6560001                     ,-5.5735223,,,,
               4.6599998                     ,-5.6214296,,,,
                   4.664                     ,-5.6688025,,,,
               4.6680002                      ,-5.715501,,,,
               4.6719999                     ,-5.7617147,,,,
               4.6760001                     ,-5.8079411,,,,
               4.6799998                      ,-5.854907,,,,
                   4.684                     ,-5.9034426,,,,
               4.6880002                     ,-5.9543408,,,,
               4.6919999                     ,-6.0082174,,,,
               4.6960001                     ,-6.0654016,,,,
               4.6999998                     ,-6.1258665,,,,
                   4.704                     ,-6.1892332,,,,
               4.7080002                     ,-6.2548235,,,,
               4.7119999                     ,-6.3217751,,,,
               4.7160001                      ,-6.389191,,,,
               4.7199998                     ,-6.4562986,,,,
                   4.724                     ,-6.5225977,,,,
               4.7280002                      ,-6.587952,,,,
               4.7319999                     ,-6.6526242,,,,
               4.7360001                     ,-6.7172259,,,,
               4.7399998                      ,-6.782601,,,,
                   4.744                      ,-6.849664,,,,
               4.7480001                     ,-6.9192137,,,,
               4.7519999                     ,-6.9917596,,,,
                   4.756                     ,-7.0673935,,,,
               4.7600002                     ,-7.1457278,,,,
               4.7639999                     ,-7.2259098,,,,
               4.7680001                     ,-7.3067195,,,,
               4.7719998                     ,-7.3867316,,,,
                   4.776                      ,-7.464526,,,,
               4.7800002                     ,-7.5388935,,,,
               4.7839999                     ,-7.6090148,,,,
               4.7880001                     ,-7.6745578,,,,
               4.7919998                     ,-7.7356725,,,,
                   4.796                     ,-7.7928908,,,,
               4.8000002                     ,-7.8469267,,,,
               4.8039999                     ,-7.8984349,,,,
               4.8080001                     ,-7.9477655,,,,
               4.8119998                     ,-7.9947641,,,,
                   4.816                     ,-8.0386575,,,,
               4.8200002                     ,-8.0780548,,,,
               4.8239999                     ,-8.1110687,,,,
               4.8280001                     ,-8.1355475,,,,
               4.8319998                     ,-8.1493798,,,,
                   4.836                     ,-8.1508125,,,,
               4.8400002                     ,-8.1387215,,,,
               4.8439999                     ,-8.1127651,,,,
                   4.848                     ,-8.0733962,,,,
               4.8520002                     ,-8.0217121,,,,
               4.8559999                     ,-7.9591939,,,,
               4.8600001                     ,-7.8873948,,,,
               4.8639998                     ,-7.8076369,,,,
                   4.868                     ,-7.7207919,,,,
               4.8720002                     ,-7.6271778,,,,
               4.8759999                     ,-7.5265948,,,,
               4.8800001                      ,-7.418476,,,,
               4.8839998                     ,-7.3021331,,,,
                   4.888                     ,-7.1770351,,,,
               4.8920002                     ,-7.0430562,,,,
               4.8959999                     ,-6.9006533,,,,
               4.9000001                     ,-6.7509178,,,,
               4.9039998                     ,-6.5955046,,,,
                   4.908                     ,-6.4364532,,,,
               4.9120002                     ,-6.2759423,,,,
               4.9159999                     ,-6.1160301,,,,
               4.9200001                     ,-5.9584262,,,,
               4.9239998                     ,-5.8043343,,,,
                   4.928                     ,-5.6543806,,,,
               4.9320002                     ,-5.5086359,,,,
               4.9359999                     ,-5.3667239,,,,
               4.9400001                     ,-5.2279834,,,,
               4.9439998                     ,-5.0916718,,,,
                   4.948                     ,-4.9571645,,,,
               4.9520001                     ,-4.8241147,,,,
               4.9559999                     ,-4.6925572,,,,
                    4.96                     ,-4.5629328,,,,
               4.9640002                     ,-4.4360304,,,,
               4.9679999                      ,-4.312864,,,,
               4.9720001                      ,-4.194515,,,,
               4.9759998                     ,-4.0819514,,,,
                    4.98                     ,-3.9758784,,,,
               4.9840002                     ,-3.8766288,,,,
               4.9879999                     ,-3.7841081,,,,
               4.9920001                     ,-3.6978122,,,,
               4.9959998                     ,-3.6169036,,,,
                       5                     ,-3.5403424,,,,
,,,,,
