Theta[deg.]      Phi[deg.]       Abs(Gain)[dBi]      Abs(Theta)[dBi]    Phase(Theta)[deg.]    Abs(Phi)[dBi]      Phase(Phi)[deg.]      Ax.Ratio[dB]    
  98.000         270.000           -1.889e+01          -1.891e+01              96.253          -4.260e+01             340.413           2.461e+01     
  97.000         270.000           -1.960e+01          -1.963e+01              98.187          -4.258e+01             340.276           2.403e+01     
  96.000         270.000           -2.036e+01          -2.039e+01             100.532          -4.255e+01             340.139           2.347e+01     
  95.000         270.000           -2.115e+01          -2.118e+01             103.389          -4.253e+01             339.999           2.293e+01     
  94.000         270.000           -2.198e+01          -2.202e+01             106.886          -4.251e+01             339.858           2.247e+01     
  93.000         270.000           -2.285e+01          -2.289e+01             111.188          -4.249e+01             339.715           2.215e+01     
  92.000         270.000           -2.372e+01          -2.378e+01             116.495          -4.247e+01             339.571           2.206e+01     
  91.000         270.000           -2.458e+01          -2.465e+01             123.029          -4.245e+01             339.425           2.243e+01     
  90.000         270.000           -2.537e+01          -2.546e+01             130.987          -4.243e+01             339.277           2.360e+01     
  89.000         270.000           -2.601e+01          -2.611e+01             140.429          -4.242e+01             339.128           2.637e+01     
  88.000         270.000           -2.641e+01          -2.652e+01             151.126          -4.240e+01             338.977           3.339e+01     
  87.000         270.000           -2.649e+01          -2.661e+01             162.468          -4.238e+01             338.825           3.994e+01     
  86.000         270.000           -2.625e+01          -2.635e+01             173.599          -4.237e+01             338.672           2.800e+01     
  85.000         270.000           -2.572e+01          -2.581e+01             183.760          -4.235e+01             338.517           2.410e+01     
  84.000         270.000           -2.500e+01          -2.508e+01             192.545          -4.234e+01             338.361           2.238e+01     
  83.000         270.000           -2.417e+01          -2.424e+01             199.898          -4.233e+01             338.205           2.171e+01     
  82.000         270.000           -2.331e+01          -2.336e+01             205.969          -4.232e+01             338.047           2.159e+01     
  81.000         270.000           -2.245e+01          -2.249e+01             210.975          -4.230e+01             337.890           2.179e+01     
