Theta[deg.]      Phi[deg.]       Abs(Gain)[dBi]      Abs(Theta)[dBi]    Phase(Theta)[deg.]    Abs(Phi)[dBi]     Phase(Phi)[deg.]      Ax.Ratio[dB]    
  76.000         180.000            4.215e-01          -3.118e+01             130.026           4.185e-01             288.669           4.000e+01     
  75.000         180.000            4.372e-01          -3.116e+01             130.752           4.342e-01             288.446           4.000e+01     
  74.000         180.000            4.544e-01          -3.113e+01             131.462           4.514e-01             288.218           3.966e+01     
  73.000         180.000            4.731e-01          -3.110e+01             132.155           4.700e-01             287.985           3.933e+01     
  72.000         180.000            4.931e-01          -3.108e+01             132.832           4.901e-01             287.749           3.903e+01     
  71.000         180.000            5.145e-01          -3.106e+01             133.492           5.115e-01             287.508           3.874e+01     
  70.000         180.000            5.373e-01          -3.104e+01             134.136           5.343e-01             287.263           3.848e+01     
  69.000         180.000            5.613e-01          -3.102e+01             134.765           5.583e-01             287.015           3.823e+01     
  68.000         180.000            5.867e-01          -3.101e+01             135.377           5.837e-01             286.764           3.799e+01     
  67.000         180.000            6.132e-01          -3.100e+01             135.974           6.102e-01             286.509           3.777e+01     
  66.000         180.000            6.410e-01          -3.099e+01             136.555           6.380e-01             286.252           3.757e+01     
  65.000         180.000            6.698e-01          -3.098e+01             137.121           6.669e-01             285.992           3.738e+01     
  64.000         180.000            6.998e-01          -3.097e+01             137.672           6.968e-01             285.729           3.721e+01     
  63.000         180.000            7.308e-01          -3.097e+01             138.209           7.279e-01             285.465           3.704e+01     
  62.000         180.000            7.628e-01          -3.098e+01             138.731           7.599e-01             285.199           3.689e+01     
  61.000         180.000            7.957e-01          -3.098e+01             139.239           7.928e-01             284.931           3.676e+01     
  60.000         180.000            8.296e-01          -3.099e+01             139.733           8.267e-01             284.662           3.663e+01     
  59.000         180.000            8.642e-01          -3.100e+01             140.214           8.614e-01             284.392           3.652e+01     
  58.000         180.000            8.997e-01          -3.102e+01             140.682           8.969e-01             284.121           3.642e+01     
  57.000         180.000            9.359e-01          -3.103e+01             141.137           9.332e-01             283.850           3.632e+01     
  56.000         180.000            9.728e-01          -3.106e+01             141.579           9.701e-01             283.579           3.624e+01     
  55.000         180.000            1.010e+00          -3.108e+01             142.010           1.008e+00             283.308           3.617e+01     
  54.000         180.000            1.048e+00          -3.112e+01             142.428           1.046e+00             283.037           3.611e+01     
  53.000         180.000            1.087e+00          -3.115e+01             142.836           1.085e+00             282.766           3.606e+01     
  52.000         180.000            1.126e+00          -3.119e+01             143.232           1.124e+00             282.497           3.602e+01     
  51.000         180.000            1.166e+00          -3.123e+01             143.618           1.163e+00             282.228           3.599e+01     
  50.000         180.000            1.206e+00          -3.128e+01             143.993           1.203e+00             281.961           3.597e+01     
  49.000         180.000            1.246e+00          -3.133e+01             144.359           1.243e+00             281.696           3.596e+01     
  48.000         180.000            1.286e+00          -3.139e+01             144.715           1.284e+00             281.432           3.596e+01     
  47.000         180.000            1.327e+00          -3.145e+01             145.061           1.324e+00             281.171           3.596e+01     
  46.000         180.000            1.367e+00          -3.152e+01             145.400           1.365e+00             280.912           3.598e+01     
  45.000         180.000            1.408e+00          -3.160e+01             145.729           1.406e+00             280.655           3.600e+01     
  44.000         180.000            1.449e+00          -3.167e+01             146.051           1.447e+00             280.401           3.604e+01     
  43.000         180.000            1.490e+00          -3.176e+01             146.365           1.488e+00             280.150           3.608e+01     
  42.000         180.000            1.531e+00          -3.185e+01             146.672           1.529e+00             279.902           3.613e+01     
  41.000         180.000            1.571e+00          -3.195e+01             146.972           1.569e+00             279.657           3.619e+01     
  40.000         180.000            1.611e+00          -3.205e+01             147.266           1.610e+00             279.416           3.626e+01     
  39.000         180.000            1.652e+00          -3.216e+01             147.554           1.650e+00             279.179           3.634e+01     
  38.000         180.000            1.691e+00          -3.227e+01             147.836           1.690e+00             278.946           3.642e+01     
  37.000         180.000            1.731e+00          -3.240e+01             148.114           1.729e+00             278.716           3.652e+01     
  36.000         180.000            1.770e+00          -3.253e+01             148.386           1.768e+00             278.491           3.662e+01     
  35.000         180.000            1.808e+00          -3.266e+01             148.655           1.807e+00             278.271           3.674e+01     
  34.000         180.000            1.846e+00          -3.281e+01             148.921           1.845e+00             278.055           3.686e+01     
  33.000         180.000            1.884e+00          -3.296e+01             149.183           1.883e+00             277.843           3.699e+01     
  32.000         180.000            1.921e+00          -3.312e+01             149.443           1.919e+00             277.637           3.714e+01     
  31.000         180.000            1.957e+00          -3.329e+01             149.701           1.956e+00             277.436           3.729e+01     
  30.000         180.000            1.993e+00          -3.347e+01             149.958           1.991e+00             277.239           3.745e+01     
  29.000         180.000            2.028e+00          -3.366e+01             150.214           2.026e+00             277.048           3.762e+01     
  28.000         180.000            2.062e+00          -3.386e+01             150.471           2.060e+00             276.863           3.781e+01     
  27.000         180.000            2.095e+00          -3.407e+01             150.729           2.094e+00             276.683           3.800e+01     
  26.000         180.000            2.127e+00          -3.429e+01             150.988           2.126e+00             276.508           3.821e+01     
  25.000         180.000            2.159e+00          -3.452e+01             151.251           2.158e+00             276.340           3.842e+01     
  24.000         180.000            2.189e+00          -3.477e+01             151.518           2.188e+00             276.177           3.865e+01     
  23.000         180.000            2.219e+00          -3.503e+01             151.791           2.218e+00             276.020           3.890e+01     
  22.000         180.000            2.248e+00          -3.530e+01             152.070           2.247e+00             275.869           3.915e+01     
  21.000         180.000            2.275e+00          -3.558e+01             152.358           2.274e+00             275.724           3.942e+01     
  20.000         180.000            2.302e+00          -3.589e+01             152.656           2.301e+00             275.586           3.971e+01     
  19.000         180.000            2.327e+00          -3.621e+01             152.967           2.326e+00             275.453           4.000e+01     
  18.000         180.000            2.351e+00          -3.654e+01             153.292           2.351e+00             275.327           4.000e+01     
  17.000         180.000            2.374e+00          -3.690e+01             153.636           2.374e+00             275.208           4.000e+01     
  16.000         180.000            2.396e+00          -3.728e+01             154.001           2.396e+00             275.094           4.000e+01     
  15.000         180.000            2.417e+00          -3.768e+01             154.391           2.416e+00             274.988           4.000e+01     
  14.000         180.000            2.436e+00          -3.811e+01             154.812           2.436e+00             274.888           4.000e+01     
  13.000         180.000            2.455e+00          -3.857e+01             155.271           2.454e+00             274.794           4.000e+01     
  12.000         180.000            2.472e+00          -3.906e+01             155.774           2.471e+00             274.707           4.000e+01     
  11.000         180.000            2.487e+00          -3.958e+01             156.332           2.487e+00             274.627           4.000e+01     
  10.000         180.000            2.501e+00          -4.014e+01             156.956           2.501e+00             274.554           4.000e+01     
   9.000         180.000            2.515e+00          -4.074e+01             157.664           2.514e+00             274.487           4.000e+01     
   8.000         180.000            2.526e+00          -4.140e+01             158.476           2.526e+00             274.427           4.000e+01     
   7.000         180.000            2.536e+00          -4.211e+01             159.421           2.536e+00             274.374           4.000e+01     
   6.000         180.000            2.545e+00          -4.289e+01             160.538           2.545e+00             274.328           4.000e+01     
   5.000         180.000            2.553e+00          -4.375e+01             161.883           2.553e+00             274.289           4.000e+01     
   4.000         180.000            2.559e+00          -4.471e+01             163.537           2.559e+00             274.256           4.000e+01     
   3.000         180.000            2.564e+00          -4.578e+01             165.623           2.564e+00             274.231           4.000e+01     
   2.000         180.000            2.567e+00          -4.698e+01             168.332           2.567e+00             274.212           4.000e+01     
   1.000         180.000            2.569e+00          -4.836e+01             171.981           2.569e+00             274.201           4.000e+01     
