Theta[deg.]     Phi[deg.]         Abs(Gain)[dBi]      Abs(Theta)[dBi]    Phase(Theta)[deg.]   Abs(Phi)[dBi]      Phase(Phi)[deg.]     Ax.Ratio[dB]    
  82.000         270.000           -2.289e+01          -2.292e+01             179.870          -4.384e+01             348.257           3.491e+01     
  81.000         270.000           -2.256e+01          -2.259e+01             187.171          -4.384e+01             348.101           3.102e+01     
  80.000         270.000           -2.212e+01          -2.215e+01             193.898          -4.383e+01             347.941           2.891e+01     
  79.000         270.000           -2.160e+01          -2.162e+01             199.967          -4.383e+01             347.776           2.771e+01     
  78.000         270.000           -2.102e+01          -2.104e+01             205.368          -4.382e+01             347.607           2.707e+01     
  77.000         270.000           -2.041e+01          -2.043e+01             210.136          -4.382e+01             347.435           2.678e+01     
  76.000         270.000           -1.979e+01          -1.981e+01             214.335          -4.382e+01             347.259           2.673e+01     
  75.000         270.000           -1.917e+01          -1.919e+01             218.036          -4.382e+01             347.079           2.684e+01     
  74.000         270.000           -1.856e+01          -1.857e+01             221.307          -4.382e+01             346.897           2.705e+01     
  73.000         270.000           -1.796e+01          -1.797e+01             224.213          -4.382e+01             346.711           2.734e+01     
  72.000         270.000           -1.737e+01          -1.738e+01             226.809          -4.382e+01             346.523           2.767e+01     
  71.000         270.000           -1.680e+01          -1.681e+01             229.142          -4.383e+01             346.332           2.804e+01     
  70.000         270.000           -1.625e+01          -1.626e+01             231.251          -4.383e+01             346.139           2.843e+01     
  69.000         270.000           -1.571e+01          -1.572e+01             233.172          -4.384e+01             345.945           2.883e+01     
  68.000         270.000           -1.520e+01          -1.520e+01             234.930          -4.385e+01             345.749           2.923e+01     
  67.000         270.000           -1.469e+01          -1.470e+01             236.550          -4.386e+01             345.551           2.965e+01     
  66.000         270.000           -1.421e+01          -1.421e+01             238.049          -4.387e+01             345.353           3.006e+01     
  65.000         270.000           -1.374e+01          -1.374e+01             239.446          -4.388e+01             345.154           3.047e+01     
  64.000         270.000           -1.328e+01          -1.328e+01             240.752          -4.389e+01             344.954           3.088e+01     
  63.000         270.000           -1.283e+01          -1.283e+01             241.979          -4.391e+01             344.754           3.129e+01     
  62.000         270.000           -1.240e+01          -1.240e+01             243.137          -4.392e+01             344.555           3.170e+01     
  61.000         270.000           -1.198e+01          -1.198e+01             244.234          -4.394e+01             344.356           3.210e+01     
  60.000         270.000           -1.156e+01          -1.157e+01             245.277          -4.396e+01             344.158           3.250e+01     
  59.000         270.000           -1.116e+01          -1.116e+01             246.270          -4.398e+01             343.961           3.290e+01     
  58.000         270.000           -1.077e+01          -1.077e+01             247.221          -4.401e+01             343.766           3.329e+01     
  57.000         270.000           -1.039e+01          -1.039e+01             248.131          -4.403e+01             343.572           3.368e+01     
  56.000         270.000           -1.001e+01          -1.001e+01             249.006          -4.406e+01             343.381           3.407e+01     
  55.000         270.000           -9.646e+00          -9.647e+00             249.849          -4.409e+01             343.192           3.445e+01     
  54.000         270.000           -9.287e+00          -9.288e+00             250.661          -4.412e+01             343.006           3.483e+01     
  53.000         270.000           -8.935e+00          -8.936e+00             251.446          -4.415e+01             342.822           3.521e+01     
  52.000         270.000           -8.590e+00          -8.591e+00             252.206          -4.418e+01             342.642           3.559e+01     
  51.000         270.000           -8.252e+00          -8.253e+00             252.942          -4.422e+01             342.466           3.597e+01     
  50.000         270.000           -7.920e+00          -7.921e+00             253.656          -4.426e+01             342.294           3.634e+01     
  49.000         270.000           -7.595e+00          -7.596e+00             254.349          -4.430e+01             342.126           3.671e+01     
  48.000         270.000           -7.276e+00          -7.277e+00             255.023          -4.434e+01             341.963           3.708e+01     
  47.000         270.000           -6.962e+00          -6.963e+00             255.678          -4.439e+01             341.805           3.745e+01     
  46.000         270.000           -6.654e+00          -6.655e+00             256.317          -4.444e+01             341.652           3.781e+01     
  45.000         270.000           -6.352e+00          -6.353e+00             256.939          -4.449e+01             341.505           3.818e+01     
  44.000         270.000           -6.055e+00          -6.056e+00             257.545          -4.454e+01             341.363           3.854e+01     
  43.000         270.000           -5.763e+00          -5.764e+00             258.136          -4.460e+01             341.228           3.890e+01     
  42.000         270.000           -5.477e+00          -5.478e+00             258.713          -4.466e+01             341.100           3.926e+01     
  41.000         270.000           -5.196e+00          -5.196e+00             259.277          -4.472e+01             340.978           3.962e+01     
  40.000         270.000           -4.919e+00          -4.920e+00             259.827          -4.479e+01             340.863           3.998e+01     
  39.000         270.000           -4.648e+00          -4.649e+00             260.365          -4.486e+01             340.756           4.000e+01     
  38.000         270.000           -4.382e+00          -4.382e+00             260.890          -4.493e+01             340.657           4.000e+01     
  37.000         270.000           -4.120e+00          -4.121e+00             261.404          -4.501e+01             340.566           4.000e+01     
  36.000         270.000           -3.863e+00          -3.864e+00             261.907          -4.509e+01             340.483           4.000e+01     
  35.000         270.000           -3.611e+00          -3.612e+00             262.398          -4.517e+01             340.409           4.000e+01     
  34.000         270.000           -3.364e+00          -3.365e+00             262.879          -4.526e+01             340.345           4.000e+01     
  33.000         270.000           -3.122e+00          -3.122e+00             263.350          -4.535e+01             340.290           4.000e+01     
  32.000         270.000           -2.884e+00          -2.884e+00             263.811          -4.544e+01             340.244           4.000e+01     
  31.000         270.000           -2.651e+00          -2.651e+00             264.262          -4.554e+01             340.209           4.000e+01     
  30.000         270.000           -2.422e+00          -2.422e+00             264.704          -4.564e+01             340.185           4.000e+01     
  29.000         270.000           -2.198e+00          -2.198e+00             265.138          -4.575e+01             340.171           4.000e+01     
  28.000         270.000           -1.979e+00          -1.979e+00             265.562          -4.586e+01             340.169           4.000e+01     
  27.000         270.000           -1.764e+00          -1.764e+00             265.978          -4.597e+01             340.179           4.000e+01     
  26.000         270.000           -1.554e+00          -1.554e+00             266.386          -4.609e+01             340.201           4.000e+01     
  25.000         270.000           -1.349e+00          -1.349e+00             266.786          -4.622e+01             340.236           4.000e+01     
  24.000         270.000           -1.148e+00          -1.148e+00             267.178          -4.635e+01             340.284           4.000e+01     
  23.000         270.000           -9.515e-01          -9.516e-01             267.563          -4.648e+01             340.345           4.000e+01     
  22.000         270.000           -7.598e-01          -7.599e-01             267.940          -4.662e+01             340.421           4.000e+01     
  21.000         270.000           -5.727e-01          -5.728e-01             268.310          -4.677e+01             340.512           4.000e+01     
  20.000         270.000           -3.901e-01          -3.902e-01             268.674          -4.692e+01             340.618           4.000e+01     
  19.000         270.000           -2.122e-01          -2.123e-01             269.031          -4.707e+01             340.741           4.000e+01     
  18.000         270.000           -3.879e-02          -3.887e-02             269.381          -4.723e+01             340.879           4.000e+01     
  17.000         270.000            1.300e-01           1.299e-01             269.725          -4.740e+01             341.036           4.000e+01     
  16.000         270.000            2.942e-01           2.941e-01             270.064          -4.757e+01             341.211           4.000e+01     
  15.000         270.000            4.538e-01           4.537e-01             270.396          -4.775e+01             341.405           4.000e+01     
  14.000         270.000            6.088e-01           6.088e-01             270.722          -4.794e+01             341.619           4.000e+01     
  13.000         270.000            7.593e-01           7.592e-01             271.043          -4.813e+01             341.854           4.000e+01     
  12.000         270.000            9.051e-01           9.050e-01             271.359          -4.833e+01             342.111           4.000e+01     
  11.000         270.000            1.046e+00           1.046e+00             271.669          -4.853e+01             342.392           4.000e+01     
  10.000         270.000            1.183e+00           1.183e+00             271.974          -4.874e+01             342.698           4.000e+01     
   9.000         270.000            1.315e+00           1.315e+00             272.275          -4.896e+01             343.029           4.000e+01     
   8.000         270.000            1.442e+00           1.442e+00             272.570          -4.919e+01             343.388           4.000e+01     
   7.000         270.000            1.565e+00           1.565e+00             272.861          -4.942e+01             343.777           4.000e+01     
   6.000         270.000            1.683e+00           1.683e+00             273.148          -4.967e+01             344.196           4.000e+01     
   5.000         270.000            1.797e+00           1.797e+00             273.429          -4.992e+01             344.649           4.000e+01     
   4.000         270.000            1.906e+00           1.906e+00             273.707          -5.017e+01             345.137           4.000e+01     
   3.000         270.000            2.010e+00           2.010e+00             273.980          -5.044e+01             345.663           4.000e+01     
   2.000         270.000            2.110e+00           2.110e+00             274.250          -5.071e+01             346.230           4.000e+01     
   1.000         270.000            2.205e+00           2.205e+00             274.515          -5.100e+01             346.840           4.000e+01     
