Theta[deg.]      Phi[deg.]       Abs(Gain)[dBi]     Abs(Theta)[dBi]    Phase(Theta)[deg.]     Abs(Phi)[dBi]     Phase(Phi)[deg.]      Ax.Ratio[dB]    
  71.000         180.000            5.896e-01          -2.959e+01             127.186           5.854e-01             287.532           3.965e+01     
  70.000         180.000            6.061e-01          -2.960e+01             127.747           6.019e-01             287.298           3.935e+01     
  69.000         180.000            6.238e-01          -2.961e+01             128.297           6.197e-01             287.062           3.906e+01     
  68.000         180.000            6.427e-01          -2.963e+01             128.837           6.386e-01             286.823           3.880e+01     
  67.000         180.000            6.627e-01          -2.965e+01             129.366           6.586e-01             286.580           3.855e+01     
  66.000         180.000            6.838e-01          -2.967e+01             129.884           6.798e-01             286.336           3.832e+01     
  65.000         180.000            7.060e-01          -2.969e+01             130.392           7.020e-01             286.089           3.811e+01     
  64.000         180.000            7.292e-01          -2.971e+01             130.890           7.252e-01             285.840           3.791e+01     
  63.000         180.000            7.534e-01          -2.974e+01             131.376           7.495e-01             285.589           3.773e+01     
  62.000         180.000            7.785e-01          -2.977e+01             131.853           7.747e-01             285.336           3.756e+01     
  61.000         180.000            8.045e-01          -2.980e+01             132.319           8.007e-01             285.083           3.740e+01     
  60.000         180.000            8.314e-01          -2.984e+01             132.775           8.277e-01             284.827           3.725e+01     
  59.000         180.000            8.591e-01          -2.988e+01             133.220           8.554e-01             284.571           3.712e+01     
  58.000         180.000            8.876e-01          -2.992e+01             133.655           8.839e-01             284.315           3.700e+01     
  57.000         180.000            9.167e-01          -2.996e+01             134.081           9.132e-01             284.057           3.690e+01     
  56.000         180.000            9.466e-01          -3.001e+01             134.497           9.431e-01             283.800           3.680e+01     
  55.000         180.000            9.771e-01          -3.006e+01             134.903           9.736e-01             283.542           3.672e+01     
  54.000         180.000            1.008e+00          -3.012e+01             135.299           1.005e+00             283.285           3.664e+01     
  53.000         180.000            1.040e+00          -3.018e+01             135.687           1.036e+00             283.028           3.658e+01     
  52.000         180.000            1.072e+00          -3.024e+01             136.065           1.069e+00             282.772           3.652e+01     
  51.000         180.000            1.104e+00          -3.031e+01             136.434           1.101e+00             282.517           3.648e+01     
  50.000         180.000            1.137e+00          -3.038e+01             136.795           1.134e+00             282.262           3.645e+01     
  49.000         180.000            1.170e+00          -3.046e+01             137.147           1.167e+00             282.010           3.643e+01     
  48.000         180.000            1.204e+00          -3.054e+01             137.490           1.201e+00             281.758           3.641e+01     
  47.000         180.000            1.238e+00          -3.062e+01             137.826           1.235e+00             281.509           3.641e+01     
  46.000         180.000            1.271e+00          -3.071e+01             138.154           1.269e+00             281.262           3.642e+01     
  45.000         180.000            1.305e+00          -3.081e+01             138.474           1.303e+00             281.016           3.643e+01     
  44.000         180.000            1.340e+00          -3.090e+01             138.787           1.337e+00             280.774           3.646e+01     
  43.000         180.000            1.374e+00          -3.101e+01             139.092           1.371e+00             280.534           3.649e+01     
  42.000         180.000            1.408e+00          -3.112e+01             139.391           1.405e+00             280.296           3.653e+01     
  41.000         180.000            1.442e+00          -3.124e+01             139.683           1.440e+00             280.062           3.659e+01     
  40.000         180.000            1.476e+00          -3.136e+01             139.969           1.474e+00             279.831           3.665e+01     
  39.000         180.000            1.510e+00          -3.149e+01             140.249           1.508e+00             279.603           3.672e+01     
  38.000         180.000            1.543e+00          -3.162e+01             140.524           1.541e+00             279.379           3.680e+01     
  37.000         180.000            1.577e+00          -3.176e+01             140.793           1.575e+00             279.159           3.689e+01     
  36.000         180.000            1.610e+00          -3.191e+01             141.057           1.608e+00             278.942           3.699e+01     
  35.000         180.000            1.642e+00          -3.207e+01             141.316           1.641e+00             278.730           3.710e+01     
  34.000         180.000            1.675e+00          -3.223e+01             141.572           1.673e+00             278.522           3.722e+01     
  33.000         180.000            1.707e+00          -3.240e+01             141.823           1.705e+00             278.318           3.735e+01     
  32.000         180.000            1.738e+00          -3.258e+01             142.071           1.736e+00             278.119           3.749e+01     
  31.000         180.000            1.769e+00          -3.277e+01             142.316           1.767e+00             277.925           3.764e+01     
  30.000         180.000            1.799e+00          -3.296e+01             142.559           1.798e+00             277.735           3.780e+01     
  29.000         180.000            1.829e+00          -3.317e+01             142.799           1.828e+00             277.550           3.797e+01     
  28.000         180.000            1.858e+00          -3.338e+01             143.039           1.857e+00             277.371           3.815e+01     
  27.000         180.000            1.887e+00          -3.361e+01             143.277           1.885e+00             277.197           3.835e+01     
  26.000         180.000            1.914e+00          -3.385e+01             143.516           1.913e+00             277.028           3.855e+01     
  25.000         180.000            1.941e+00          -3.410e+01             143.756           1.940e+00             276.864           3.877e+01     
  24.000         180.000            1.968e+00          -3.436e+01             143.997           1.967e+00             276.706           3.901e+01     
  23.000         180.000            1.993e+00          -3.464e+01             144.241           1.992e+00             276.554           3.925e+01     
  22.000         180.000            2.018e+00          -3.493e+01             144.489           2.017e+00             276.407           3.951e+01     
  21.000         180.000            2.041e+00          -3.523e+01             144.742           2.040e+00             276.266           3.979e+01     
  20.000         180.000            2.064e+00          -3.555e+01             145.001           2.063e+00             276.131           4.000e+01     
  19.000         180.000            2.086e+00          -3.589e+01             145.269           2.085e+00             276.002           4.000e+01     
  18.000         180.000            2.107e+00          -3.625e+01             145.548           2.106e+00             275.880           4.000e+01     
  17.000         180.000            2.127e+00          -3.663e+01             145.839           2.126e+00             275.763           4.000e+01     
  16.000         180.000            2.146e+00          -3.703e+01             146.146           2.145e+00             275.653           4.000e+01     
  15.000         180.000            2.163e+00          -3.746e+01             146.472           2.163e+00             275.549           4.000e+01     
  14.000         180.000            2.180e+00          -3.791e+01             146.822           2.180e+00             275.451           4.000e+01     
  13.000         180.000            2.196e+00          -3.840e+01             147.201           2.196e+00             275.360           4.000e+01     
  12.000         180.000            2.211e+00          -3.891e+01             147.615           2.210e+00             275.275           4.000e+01     
  11.000         180.000            2.224e+00          -3.947e+01             148.073           2.224e+00             275.197           4.000e+01     
  10.000         180.000            2.237e+00          -4.007e+01             148.586           2.236e+00             275.125           4.000e+01     
   9.000         180.000            2.248e+00          -4.072e+01             149.168           2.248e+00             275.060           4.000e+01     
   8.000         180.000            2.258e+00          -4.142e+01             149.839           2.258e+00             275.002           4.000e+01     
   7.000         180.000            2.267e+00          -4.220e+01             150.625           2.267e+00             274.950           4.000e+01     
   6.000         180.000            2.275e+00          -4.305e+01             151.564           2.274e+00             274.905           4.000e+01     
   5.000         180.000            2.281e+00          -4.400e+01             152.711           2.281e+00             274.866           4.000e+01     
   4.000         180.000            2.286e+00          -4.506e+01             154.150           2.286e+00             274.835           4.000e+01     
   3.000         180.000            2.291e+00          -4.627e+01             156.013           2.291e+00             274.810           4.000e+01     
   2.000         180.000            2.294e+00          -4.767e+01             158.525           2.294e+00             274.792           4.000e+01     
   1.000         180.000            2.295e+00          -4.932e+01             162.088           2.295e+00             274.781           4.000e+01     
